tract,state_abbr,year,annual_change,hpi,hpi1990,hpi2000,,,,
24001000100,MD,2001,,100,,,,,,
24001000100,MD,2002,3.8,103.8,,,,,,
24001000100,MD,2003,-3.94,99.72,,,,,,
24001000100,MD,2004,11.69,111.37,,,,,,
24001000100,MD,2005,11.63,124.32,,,,,,
24001000100,MD,2006,8.51,134.9,,,,,,
24001000100,MD,2007,10.46,149.01,,,,,,
24001000100,MD,2008,-1.03,147.48,,,,,,
24001000100,MD,2009,-2.23,144.19,,,,,,
24001000100,MD,2010,-4.59,137.58,,,,,,
24001000100,MD,2011,-5.22,130.4,,,,,,
24001000100,MD,2012,-3.62,125.67,,,,,,
24001000100,MD,2013,-5.47,118.8,,,,,,
24001000100,MD,2014,9.91,130.57,,,,,,
24001000100,MD,2015,-5.71,123.12,,,,,,
24001000100,MD,2016,-6.35,115.3,,,,,,
24001000100,MD,2017,4.11,120.04,,,,,,
24001000100,MD,2018,-11.76,105.93,,,,,,
24001000100,MD,2019,1.61,107.64,,,,,,
24001000200,MD,2002,,100,,,,,,
24001000200,MD,2003,4.51,104.51,,,,,,
24001000200,MD,2004,11.82,116.86,,,,,,
24001000200,MD,2005,9.94,128.48,,,,,,
24001000200,MD,2006,9.59,140.8,,,,,,
24001000200,MD,2007,18.9,167.41,,,,,,
24001000200,MD,2008,-1.8,164.4,,,,,,
24001000200,MD,2009,-5.04,156.12,,,,,,
24001000200,MD,2010,-0.7,155.03,,,,,,
24001000200,MD,2011,-5.63,146.31,,,,,,
24001000200,MD,2012,3.34,151.19,,,,,,
24001000200,MD,2013,-0.56,150.33,,,,,,
24001000200,MD,2014,-2.45,146.66,,,,,,
24001000200,MD,2015,,,,,,,,
24001000200,MD,2016,,160.65,,,,,,
24001000200,MD,2017,,,,,,,,
24001000200,MD,2018,,133.97,,,,,,
24001000200,MD,2019,,,,,,,,
24001000300,MD,2001,,100,,,,,,
24001000300,MD,2002,6.31,106.31,,,,,,
24001000300,MD,2003,2.13,108.57,,,,,,
24001000300,MD,2004,3.08,111.91,,,,,,
24001000300,MD,2005,7.3,120.08,,,,,,
24001000300,MD,2006,27.69,153.34,,,,,,
24001000300,MD,2007,1.72,155.97,,,,,,
24001000300,MD,2008,-6.29,146.16,,,,,,
24001000300,MD,2009,3.96,151.94,,,,,,
24001000300,MD,2010,-10.67,135.73,,,,,,
24001000300,MD,2011,1.26,137.44,,,,,,
24001000300,MD,2012,9.31,150.23,,,,,,
24001000300,MD,2013,-15.08,127.57,,,,,,
24001000300,MD,2014,1.92,130.03,,,,,,
24001000300,MD,2015,-0.93,128.81,,,,,,
24001000300,MD,2016,0.35,129.26,,,,,,
24001000300,MD,2017,9.76,141.88,,,,,,
24001000300,MD,2018,,,,,,,,
24001000300,MD,2019,,,,,,,,
24001000400,MD,2002,,100,,,,,,
24001000400,MD,2003,-3.43,96.57,,,,,,
24001000400,MD,2004,0.65,97.19,,,,,,
24001000400,MD,2005,23.17,119.71,,,,,,
24001000400,MD,2006,20.54,144.3,,,,,,
24001000400,MD,2007,-4.05,138.46,,,,,,
24001000400,MD,2008,2.37,141.74,,,,,,
24001000400,MD,2009,-2.56,138.1,,,,,,
24001000400,MD,2010,-10.97,122.95,,,,,,
24001000400,MD,2011,4.96,129.04,,,,,,
24001000400,MD,2012,-1.76,126.77,,,,,,
24001000400,MD,2013,-10.94,112.9,,,,,,
24001000400,MD,2014,-6.27,105.83,,,,,,
24001000400,MD,2015,4.71,110.81,,,,,,
24001000400,MD,2016,,,,,,,,
24001000400,MD,2017,,,,,,,,
24001000400,MD,2018,,118.04,,,,,,
24001000400,MD,2019,7.34,126.7,,,,,,
24001000600,MD,2001,,100,,,,,,
24001000600,MD,2002,-0.08,99.92,,,,,,
24001000600,MD,2003,3.84,103.76,,,,,,
24001000600,MD,2004,10.41,114.56,,,,,,
24001000600,MD,2005,3.36,118.41,,,,,,
24001000600,MD,2006,15.37,136.6,,,,,,
24001000600,MD,2007,7.06,146.24,,,,,,
24001000600,MD,2008,-0.31,145.8,,,,,,
24001000600,MD,2009,-2.89,141.58,,,,,,
24001000600,MD,2010,-7.94,130.34,,,,,,
24001000600,MD,2011,-2.76,126.73,,,,,,
24001000600,MD,2012,-9.41,114.81,,,,,,
24001000600,MD,2013,4.44,119.9,,,,,,
24001000600,MD,2014,-9.54,108.47,,,,,,
24001000600,MD,2015,4.21,113.03,,,,,,
24001000600,MD,2016,10.64,125.06,,,,,,
24001000600,MD,2017,-12.28,109.7,,,,,,
24001000600,MD,2018,,,,,,,,
24001000600,MD,2019,,109.44,,,,,,
24001000700,MD,2002,,100,,,,,,
24001000700,MD,2003,0.58,100.58,,,,,,
24001000700,MD,2004,8.42,109.05,,,,,,
24001000700,MD,2005,8.18,117.97,,,,,,
24001000700,MD,2006,18.41,139.69,,,,,,
24001000700,MD,2007,9.61,153.12,,,,,,
24001000700,MD,2008,-10.73,136.68,,,,,,
24001000700,MD,2009,3.78,141.84,,,,,,
24001000700,MD,2010,-10.32,127.21,,,,,,
24001000700,MD,2011,5.09,133.69,,,,,,
24001000700,MD,2012,-4.49,127.68,,,,,,
24001000700,MD,2013,-8.56,116.76,,,,,,
24001000700,MD,2014,,,,,,,,
24001000700,MD,2015,,,,,,,,
24001000700,MD,2016,,,,,,,,
24001000700,MD,2017,,116.66,,,,,,
24001000700,MD,2018,,,,,,,,
24001000700,MD,2019,,,,,,,,
24001001200,MD,1992,,100,,78.5,,,,
24001001200,MD,1993,9.41,109.41,,85.88,,,,
24001001200,MD,1994,3.72,113.48,,89.08,,,,
24001001200,MD,1995,13.71,129.03,,101.29,,,,
24001001200,MD,1996,-3.58,124.41,,97.66,,,,
24001001200,MD,1997,7.51,133.75,,104.99,,,,
24001001200,MD,1998,-6.19,125.46,,98.48,,,,
24001001200,MD,1999,8.15,135.69,,106.51,,,,
24001001200,MD,2000,-6.11,127.39,,100,,,,
24001001200,MD,2001,13.42,144.49,,113.42,,,,
24001001200,MD,2002,1.67,146.89,,115.31,,,,
24001001200,MD,2003,2.76,150.95,,118.49,,,,
24001001200,MD,2004,3.29,155.92,,122.39,,,,
24001001200,MD,2005,18.03,184.03,,144.46,,,,
24001001200,MD,2006,17.5,216.23,,169.74,,,,
24001001200,MD,2007,1.51,219.49,,172.3,,,,
24001001200,MD,2008,4.77,229.95,,180.51,,,,
24001001200,MD,2009,-5.37,217.6,,170.81,,,,
24001001200,MD,2010,-9.83,196.21,,154.02,,,,
24001001200,MD,2011,7.64,211.19,,165.78,,,,
24001001200,MD,2012,-7.64,195.06,,153.12,,,,
24001001200,MD,2013,1.79,198.56,,155.86,,,,
24001001200,MD,2014,-8.25,182.17,,143,,,,
24001001200,MD,2015,-0.8,180.71,,141.85,,,,
24001001200,MD,2016,2.7,185.58,,145.68,,,,
24001001200,MD,2017,7.44,199.39,,156.52,,,,
24001001200,MD,2018,-14.06,171.35,,134.51,,,,
24001001200,MD,2019,11.44,190.96,,149.9,,,,
24001001300,MD,2002,,100,,,,,,
24001001300,MD,2003,0.46,100.46,,,,,,
24001001300,MD,2004,7.17,107.66,,,,,,
24001001300,MD,2005,2.93,110.82,,,,,,
24001001300,MD,2006,18.61,131.45,,,,,,
24001001300,MD,2007,8.79,143,,,,,,
24001001300,MD,2008,-3.75,137.63,,,,,,
24001001300,MD,2009,-5.41,130.19,,,,,,
24001001300,MD,2010,3.36,134.56,,,,,,
24001001300,MD,2011,-12.03,118.38,,,,,,
24001001300,MD,2012,3.19,122.16,,,,,,
24001001300,MD,2013,2.8,125.57,,,,,,
24001001300,MD,2014,,,,,,,,
24001001300,MD,2015,,105.14,,,,,,
24001001300,MD,2016,,,,,,,,
24001001300,MD,2017,,,,,,,,
24001001300,MD,2018,,,,,,,,
24001001300,MD,2019,,122,,,,,,
24001001401,MD,1993,,100,,80.51,,,,
24001001401,MD,1994,-2.35,97.65,,78.62,,,,
24001001401,MD,1995,11.39,108.78,,87.58,,,,
24001001401,MD,1996,-2.33,106.24,,85.53,,,,
24001001401,MD,1997,3.65,110.12,,88.66,,,,
24001001401,MD,1998,5.4,116.07,,93.45,,,,
24001001401,MD,1999,-2.73,112.9,,90.9,,,,
24001001401,MD,2000,10.01,124.21,,100,,,,
24001001401,MD,2001,-2.24,121.42,,97.76,,,,
24001001401,MD,2002,2.22,124.11,,99.92,,,,
24001001401,MD,2003,3.82,128.85,,103.73,,,,
24001001401,MD,2004,5.58,136.04,,109.52,,,,
24001001401,MD,2005,9.54,149.01,,119.97,,,,
24001001401,MD,2006,15.02,171.39,,137.99,,,,
24001001401,MD,2007,7.26,183.84,,148.01,,,,
24001001401,MD,2008,2.93,189.23,,152.35,,,,
24001001401,MD,2009,-6.22,177.47,,142.88,,,,
24001001401,MD,2010,-1.66,174.51,,140.5,,,,
24001001401,MD,2011,2.07,178.13,,143.41,,,,
24001001401,MD,2012,-5.91,167.6,,134.93,,,,
24001001401,MD,2013,-4.65,159.8,,128.66,,,,
24001001401,MD,2014,-5.68,150.73,,121.35,,,,
24001001401,MD,2015,-5.97,141.73,,114.11,,,,
24001001401,MD,2016,16.02,164.44,,132.39,,,,
24001001401,MD,2017,0.74,165.65,,133.37,,,,
24001001401,MD,2018,0.38,166.29,,133.88,,,,
24001001401,MD,2019,3.22,171.65,,138.19,,,,
24001001402,MD,2002,,100,,,,,,
24001001402,MD,2003,1.83,101.83,,,,,,
24001001402,MD,2004,6.49,108.44,,,,,,
24001001402,MD,2005,14.07,123.7,,,,,,
24001001402,MD,2006,11.85,138.35,,,,,,
24001001402,MD,2007,10.35,152.66,,,,,,
24001001402,MD,2008,4.69,159.82,,,,,,
24001001402,MD,2009,-6.58,149.3,,,,,,
24001001402,MD,2010,-1.3,147.36,,,,,,
24001001402,MD,2011,-5.92,138.64,,,,,,
24001001402,MD,2012,-1.31,136.83,,,,,,
24001001402,MD,2013,4.61,143.14,,,,,,
24001001402,MD,2014,-9.87,129.02,,,,,,
24001001402,MD,2015,6.95,137.99,,,,,,
24001001402,MD,2016,-3.92,132.57,,,,,,
24001001402,MD,2017,,,,,,,,
24001001402,MD,2018,,137.6,,,,,,
24001001402,MD,2019,,,,,,,,
24001001502,MD,2003,,100,,,,,,
24001001502,MD,2004,11.65,111.65,,,,,,
24001001502,MD,2005,20.76,134.84,,,,,,
24001001502,MD,2006,6.23,143.23,,,,,,
24001001502,MD,2007,10.08,157.67,,,,,,
24001001502,MD,2008,-14.41,134.95,,,,,,
24001001502,MD,2009,3.42,139.57,,,,,,
24001001502,MD,2010,0.63,140.44,,,,,,
24001001502,MD,2011,-0.36,139.93,,,,,,
24001001502,MD,2012,-9.56,126.56,,,,,,
24001001502,MD,2013,6.19,134.39,,,,,,
24001001502,MD,2014,-2.62,130.88,,,,,,
24001001502,MD,2015,1.69,133.09,,,,,,
24001001502,MD,2016,,,,,,,,
24001001502,MD,2017,,124.86,,,,,,
24001001502,MD,2018,,,,,,,,
24001001502,MD,2019,,,,,,,,
24001001600,MD,2001,,100,,,,,,
24001001600,MD,2002,5.78,105.78,,,,,,
24001001600,MD,2003,4.19,110.21,,,,,,
24001001600,MD,2004,5.43,116.2,,,,,,
24001001600,MD,2005,12.83,131.1,,,,,,
24001001600,MD,2006,12.76,147.83,,,,,,
24001001600,MD,2007,2.73,151.87,,,,,,
24001001600,MD,2008,3.89,157.77,,,,,,
24001001600,MD,2009,-6.49,147.53,,,,,,
24001001600,MD,2010,-7.31,136.74,,,,,,
24001001600,MD,2011,13.66,155.43,,,,,,
24001001600,MD,2012,-8.77,141.79,,,,,,
24001001600,MD,2013,-1.32,139.93,,,,,,
24001001600,MD,2014,,,,,,,,
24001001600,MD,2015,,134.36,,,,,,
24001001600,MD,2016,6.5,143.1,,,,,,
24001001600,MD,2017,,,,,,,,
24001001600,MD,2018,,,,,,,,
24001001600,MD,2019,,,,,,,,
24001001700,MD,1993,,100,,84.67,,,,
24001001700,MD,1994,4.72,104.72,,88.66,,,,
24001001700,MD,1995,3.59,108.48,,91.85,,,,
24001001700,MD,1996,-3.73,104.44,,88.42,,,,
24001001700,MD,1997,16.84,122.02,,103.31,,,,
24001001700,MD,1998,-4.32,116.74,,98.84,,,,
24001001700,MD,1999,3.77,121.14,,102.57,,,,
24001001700,MD,2000,-2.5,118.11,,100,,,,
24001001700,MD,2001,7.74,127.25,,107.74,,,,
24001001700,MD,2002,-1.15,125.78,,106.49,,,,
24001001700,MD,2003,10.4,138.86,,117.56,,,,
24001001700,MD,2004,3.47,143.68,,121.65,,,,
24001001700,MD,2005,11.96,160.86,,136.19,,,,
24001001700,MD,2006,6.09,170.65,,144.48,,,,
24001001700,MD,2007,13.23,193.22,,163.59,,,,
24001001700,MD,2008,7.67,208.05,,176.15,,,,
24001001700,MD,2009,-9.38,188.53,,159.62,,,,
24001001700,MD,2010,12.69,212.47,,179.89,,,,
24001001700,MD,2011,-9.97,191.28,,161.95,,,,
24001001700,MD,2012,-6.35,179.13,,151.66,,,,
24001001700,MD,2013,-7.52,165.65,,140.25,,,,
24001001700,MD,2014,-10.75,147.85,,125.17,,,,
24001001700,MD,2015,21.64,179.84,,152.26,,,,
24001001700,MD,2016,-11.94,158.36,,134.08,,,,
24001001700,MD,2017,19.45,189.16,,160.15,,,,
24001001700,MD,2018,8.66,205.53,,174.02,,,,
24001001700,MD,2019,-3.11,199.15,,168.61,,,,
24001001800,MD,2001,,100,,,,,,
24001001800,MD,2002,3.85,103.85,,,,,,
24001001800,MD,2003,7.35,111.48,,,,,,
24001001800,MD,2004,4,115.94,,,,,,
24001001800,MD,2005,13.81,131.95,,,,,,
24001001800,MD,2006,6.03,139.9,,,,,,
24001001800,MD,2007,21.99,170.68,,,,,,
24001001800,MD,2008,-8.43,156.28,,,,,,
24001001800,MD,2009,-3.36,151.03,,,,,,
24001001800,MD,2010,-5.91,142.1,,,,,,
24001001800,MD,2011,11.06,157.83,,,,,,
24001001800,MD,2012,-9.92,142.16,,,,,,
24001001800,MD,2013,-2.46,138.66,,,,,,
24001001800,MD,2014,3.97,144.17,,,,,,
24001001800,MD,2015,-2.66,140.34,,,,,,
24001001800,MD,2016,-12.23,123.18,,,,,,
24001001800,MD,2017,37.43,169.29,,,,,,
24001001800,MD,2018,-9.83,152.64,,,,,,
24001001800,MD,2019,2.4,156.31,,,,,,
24001001900,MD,2002,,100,,,,,,
24001001900,MD,2003,-2.21,97.79,,,,,,
24001001900,MD,2004,0.73,98.5,,,,,,
24001001900,MD,2005,8.46,106.83,,,,,,
24001001900,MD,2006,27.86,136.59,,,,,,
24001001900,MD,2007,1.01,137.96,,,,,,
24001001900,MD,2008,-0.86,136.78,,,,,,
24001001900,MD,2009,-5.35,129.46,,,,,,
24001001900,MD,2010,-6.37,121.21,,,,,,
24001001900,MD,2011,-1.36,119.57,,,,,,
24001001900,MD,2012,2.68,122.77,,,,,,
24001001900,MD,2013,-2.66,119.5,,,,,,
24001001900,MD,2014,5.08,125.57,,,,,,
24001001900,MD,2015,,,,,,,,
24001001900,MD,2016,,,,,,,,
24001001900,MD,2017,,,,,,,,
24001001900,MD,2018,,,,,,,,
24001001900,MD,2019,,,,,,,,
24001002000,MD,1995,,100,,94.62,,,,
24001002000,MD,1996,1.3,101.3,,95.85,,,,
24001002000,MD,1997,4.21,105.56,,99.88,,,,
24001002000,MD,1998,2.24,107.93,,102.12,,,,
24001002000,MD,1999,-0.73,107.13,,101.37,,,,
24001002000,MD,2000,-1.35,105.68,,100,,,,
24001002000,MD,2001,7.56,113.67,,107.56,,,,
24001002000,MD,2002,0.7,114.47,,108.31,,,,
24001002000,MD,2003,3.47,118.45,,112.08,,,,
24001002000,MD,2004,6.79,126.48,,119.68,,,,
24001002000,MD,2005,8.11,136.74,,129.39,,,,
24001002000,MD,2006,15.54,157.99,,149.5,,,,
24001002000,MD,2007,2.35,161.7,,153,,,,
24001002000,MD,2008,2.69,166.05,,157.12,,,,
24001002000,MD,2009,-5.76,156.49,,148.07,,,,
24001002000,MD,2010,1.51,158.85,,150.31,,,,
24001002000,MD,2011,-4.48,151.73,,143.57,,,,
24001002000,MD,2012,-4.07,145.55,,137.72,,,,
24001002000,MD,2013,-2.25,142.28,,134.63,,,,
24001002000,MD,2014,-0.49,141.58,,133.97,,,,
24001002000,MD,2015,-3.81,136.19,,128.86,,,,
24001002000,MD,2016,4.8,142.72,,135.05,,,,
24001002000,MD,2017,5.12,150.03,,141.97,,,,
24001002000,MD,2018,-4.19,143.74,,136.01,,,,
24001002000,MD,2019,-6.59,134.27,,127.05,,,,
24001002200,MD,2003,,100,,,,,,
24001002200,MD,2004,13.58,113.58,,,,,,
24001002200,MD,2005,-0.77,112.7,,,,,,
24001002200,MD,2006,0.78,113.58,,,,,,
24001002200,MD,2007,16.45,132.26,,,,,,
24001002200,MD,2008,3.52,136.91,,,,,,
24001002200,MD,2009,-9.63,123.73,,,,,,
24001002200,MD,2010,-10.43,110.83,,,,,,
24001002200,MD,2011,1.72,112.73,,,,,,
24001002200,MD,2012,-5.69,106.31,,,,,,
24001002200,MD,2013,-2.15,104.03,,,,,,
24001002200,MD,2014,-18.66,84.61,,,,,,
24001002200,MD,2015,,,,,,,,
24001002200,MD,2016,,,,,,,,
24001002200,MD,2017,,,,,,,,
24001002200,MD,2018,,,,,,,,
24001002200,MD,2019,,,,,,,,
24003701101,MD,1985,,100,62.37,51.79,,,,
24003701101,MD,1986,8.99,108.99,67.97,56.44,,,,
24003701101,MD,1987,8.86,118.65,74,61.45,,,,
24003701101,MD,1988,18.76,140.9,87.88,72.97,,,,
24003701101,MD,1989,7.21,151.07,94.21,78.24,,,,
24003701101,MD,1990,6.14,160.35,100,83.04,,,,
24003701101,MD,1991,-1,158.75,99,82.22,,,,
24003701101,MD,1992,2.99,163.5,101.96,84.67,,,,
24003701101,MD,1993,2.55,167.67,104.57,86.84,,,,
24003701101,MD,1994,-4.47,160.17,99.89,82.95,,,,
24003701101,MD,1995,4.29,167.04,104.17,86.51,,,,
24003701101,MD,1996,0.24,167.44,104.42,86.72,,,,
24003701101,MD,1997,0.93,169,105.4,87.52,,,,
24003701101,MD,1998,4.5,176.59,110.13,91.46,,,,
24003701101,MD,1999,2.53,181.06,112.92,93.77,,,,
24003701101,MD,2000,6.64,193.09,120.42,100,,,,
24003701101,MD,2001,7.8,208.16,129.82,107.8,,,,
24003701101,MD,2002,10.34,229.68,143.24,118.95,,,,
24003701101,MD,2003,10.03,252.71,157.6,130.88,,,,
24003701101,MD,2004,17.07,295.85,184.51,153.22,,,,
24003701101,MD,2005,24.43,368.12,229.58,190.65,,,,
24003701101,MD,2006,9.37,402.62,251.1,208.52,,,,
24003701101,MD,2007,-1.65,395.98,246.96,205.08,,,,
24003701101,MD,2008,0.4,397.56,247.94,205.9,,,,
24003701101,MD,2009,-9.89,358.23,223.41,185.53,,,,
24003701101,MD,2010,-6.81,333.82,208.19,172.89,,,,
24003701101,MD,2011,-2.38,325.86,203.23,168.76,,,,
24003701101,MD,2012,1.01,329.16,205.28,170.47,,,,
24003701101,MD,2013,0.82,331.87,206.97,171.87,,,,
24003701101,MD,2014,5.21,349.15,217.75,180.82,,,,
24003701101,MD,2015,1.56,354.61,221.16,183.65,,,,
24003701101,MD,2016,2.91,364.94,227.6,189,,,,
24003701101,MD,2017,-0.63,362.65,226.17,187.81,,,,
24003701101,MD,2018,4.79,380.03,237.01,196.82,,,,
24003701101,MD,2019,2.72,390.37,243.46,202.17,,,,
24003701102,MD,1977,,100,35.57,28.41,,,,
24003701102,MD,1978,11.88,111.88,39.8,31.78,,,,
24003701102,MD,1979,8.49,121.37,43.18,34.48,,,,
24003701102,MD,1980,3.76,125.94,44.8,35.77,,,,
24003701102,MD,1981,20.78,152.1,54.11,43.21,,,,
24003701102,MD,1982,,,,,,,,
24003701102,MD,1983,,122.69,43.64,34.85,,,,
24003701102,MD,1984,32.87,163.02,57.99,46.31,,,,
24003701102,MD,1985,7.81,175.76,62.52,49.93,,,,
24003701102,MD,1986,5.97,186.25,66.25,52.91,,,,
24003701102,MD,1987,10.79,206.34,73.4,58.61,,,,
24003701102,MD,1988,17.43,242.31,86.2,68.83,,,,
24003701102,MD,1989,15.73,280.42,99.75,79.66,,,,
24003701102,MD,1990,0.25,281.12,100,79.86,,,,
24003701102,MD,1991,2.94,289.4,102.94,82.21,,,,
24003701102,MD,1992,1.21,292.89,104.19,83.2,,,,
24003701102,MD,1993,0.66,294.81,104.87,83.75,,,,
24003701102,MD,1994,-1.34,290.86,103.46,82.62,,,,
24003701102,MD,1995,7.46,312.57,111.19,88.79,,,,
24003701102,MD,1996,-0.79,310.1,110.31,88.09,,,,
24003701102,MD,1997,0.85,312.74,111.25,88.84,,,,
24003701102,MD,1998,1.44,317.25,112.85,90.12,,,,
24003701102,MD,1999,1.66,322.51,114.72,91.61,,,,
24003701102,MD,2000,9.16,352.04,125.23,100,,,,
24003701102,MD,2001,7.12,377.1,134.14,107.12,,,,
24003701102,MD,2002,11.25,419.53,149.24,119.17,,,,
24003701102,MD,2003,10.36,462.99,164.7,131.52,,,,
24003701102,MD,2004,20.38,557.37,198.27,158.33,,,,
24003701102,MD,2005,23.47,688.18,244.8,195.49,,,,
24003701102,MD,2006,9.56,753.97,268.2,214.17,,,,
24003701102,MD,2007,-0.35,751.36,267.27,213.43,,,,
24003701102,MD,2008,-6.14,705.25,250.87,200.33,,,,
24003701102,MD,2009,-9.45,638.61,227.17,181.4,,,,
24003701102,MD,2010,-7.04,593.67,211.18,168.64,,,,
24003701102,MD,2011,-0.27,592.09,210.62,168.19,,,,
24003701102,MD,2012,-2.99,574.39,204.32,163.16,,,,
24003701102,MD,2013,4.26,598.84,213.02,170.11,,,,
24003701102,MD,2014,1.48,607.7,216.17,172.63,,,,
24003701102,MD,2015,3.09,626.47,222.85,177.96,,,,
24003701102,MD,2016,5.15,658.75,234.33,187.13,,,,
24003701102,MD,2017,6.69,702.84,250.02,199.65,,,,
24003701102,MD,2018,0.16,703.99,250.42,199.98,,,,
24003701102,MD,2019,4.69,737.03,262.18,209.36,,,,
24003701200,MD,1985,,100,62.37,47.41,,,,
24003701200,MD,1986,7.21,107.21,66.87,50.83,,,,
24003701200,MD,1987,11.46,119.5,74.53,56.66,,,,
24003701200,MD,1988,16.74,139.5,87,66.14,,,,
24003701200,MD,1989,9.62,152.93,95.38,72.51,,,,
24003701200,MD,1990,4.85,160.34,100,76.02,,,,
24003701200,MD,1991,2.68,164.64,102.68,78.06,,,,
24003701200,MD,1992,1.53,167.15,104.25,79.25,,,,
24003701200,MD,1993,3.56,173.11,107.96,82.07,,,,
24003701200,MD,1994,-3.13,167.68,104.58,79.5,,,,
24003701200,MD,1995,8.57,182.06,113.54,86.32,,,,
24003701200,MD,1996,-2.14,178.16,111.12,84.47,,,,
24003701200,MD,1997,2.47,182.57,113.86,86.56,,,,
24003701200,MD,1998,3.37,188.72,117.7,89.48,,,,
24003701200,MD,1999,2.45,193.34,120.58,91.67,,,,
24003701200,MD,2000,9.09,210.92,131.54,100,,,,
24003701200,MD,2001,8.96,229.81,143.32,108.96,,,,
24003701200,MD,2002,11.83,257,160.28,121.85,,,,
24003701200,MD,2003,9.03,280.21,174.76,132.85,,,,
24003701200,MD,2004,19.7,335.41,209.19,159.03,,,,
24003701200,MD,2005,19.09,399.46,249.13,189.39,,,,
24003701200,MD,2006,11.61,445.85,278.06,211.39,,,,
24003701200,MD,2007,1.1,450.75,281.12,213.71,,,,
24003701200,MD,2008,-3.61,434.5,270.98,206.01,,,,
24003701200,MD,2009,-9.7,392.35,244.7,186.02,,,,
24003701200,MD,2010,-5.66,370.13,230.84,175.49,,,,
24003701200,MD,2011,-0.79,367.22,229.02,174.11,,,,
24003701200,MD,2012,-1.87,360.35,224.74,170.85,,,,
24003701200,MD,2013,3.22,371.96,231.98,176.35,,,,
24003701200,MD,2014,3.21,383.91,239.43,182.02,,,,
24003701200,MD,2015,0.19,384.64,239.89,182.37,,,,
24003701200,MD,2016,3.1,396.58,247.33,188.03,,,,
24003701200,MD,2017,2.16,405.16,252.68,192.1,,,,
24003701200,MD,2018,2.1,413.68,258,196.14,,,,
24003701200,MD,2019,5.75,437.46,272.83,207.41,,,,
24003701300,MD,1979,,100,49.43,40.75,,,,
24003701300,MD,1980,1.72,101.72,50.28,41.45,,,,
24003701300,MD,1981,,,,,,,,
24003701300,MD,1982,,,,,,,,
24003701300,MD,1983,,110.89,54.81,45.19,,,,
24003701300,MD,1984,7.73,119.46,59.05,48.68,,,,
24003701300,MD,1985,1.91,121.75,60.18,49.61,,,,
24003701300,MD,1986,10.9,135.02,66.74,55.02,,,,
24003701300,MD,1987,9.57,147.95,73.13,60.29,,,,
24003701300,MD,1988,20.7,178.57,88.27,72.77,,,,
24003701300,MD,1989,5.92,189.15,93.49,77.07,,,,
24003701300,MD,1990,6.96,202.31,100,82.44,,,,
24003701300,MD,1991,0.65,203.62,100.65,82.97,,,,
24003701300,MD,1992,2.91,209.54,103.57,85.38,,,,
24003701300,MD,1993,-1.95,205.46,101.56,83.72,,,,
24003701300,MD,1994,0.8,207.1,102.37,84.39,,,,
24003701300,MD,1995,0.21,207.54,102.59,84.57,,,,
24003701300,MD,1996,4.42,216.72,107.12,88.31,,,,
24003701300,MD,1997,-2.25,211.84,104.71,86.32,,,,
24003701300,MD,1998,3.89,220.07,108.78,89.68,,,,
24003701300,MD,1999,-0.15,219.73,108.61,89.54,,,,
24003701300,MD,2000,11.68,245.41,121.3,100,,,,
24003701300,MD,2001,5.28,258.38,127.71,105.28,,,,
24003701300,MD,2002,12.14,289.74,143.22,118.07,,,,
24003701300,MD,2003,8.43,314.15,155.28,128.01,,,,
24003701300,MD,2004,12.41,353.13,174.55,143.9,,,,
24003701300,MD,2005,26.21,445.69,220.3,181.61,,,,
24003701300,MD,2006,10.34,491.76,243.07,200.39,,,,
24003701300,MD,2007,-2.42,479.84,237.18,195.53,,,,
24003701300,MD,2008,-3.6,462.54,228.63,188.48,,,,
24003701300,MD,2009,-9.11,420.42,207.81,171.31,,,,
24003701300,MD,2010,-4.02,403.51,199.45,164.42,,,,
24003701300,MD,2011,-2.9,391.82,193.67,159.66,,,,
24003701300,MD,2012,-1.5,385.96,190.78,157.27,,,,
24003701300,MD,2013,0.65,388.47,192.02,158.3,,,,
24003701300,MD,2014,-2.44,378.98,187.33,154.43,,,,
24003701300,MD,2015,6.64,404.13,199.76,164.68,,,,
24003701300,MD,2016,0.62,406.63,201,165.7,,,,
24003701300,MD,2017,2.97,418.72,206.97,170.62,,,,
24003701300,MD,2018,1.35,424.35,209.75,172.92,,,,
24003701300,MD,2019,2.02,432.92,213.99,176.41,,,,
24003701400,MD,1986,,100,64.12,47.7,,,,
24003701400,MD,1987,13.23,113.23,72.61,54.01,,,,
24003701400,MD,1988,26.37,143.09,91.75,68.26,,,,
24003701400,MD,1989,5.69,151.23,96.97,72.14,,,,
24003701400,MD,1990,3.12,155.95,100,74.39,,,,
24003701400,MD,1991,-0.06,155.86,99.94,74.35,,,,
24003701400,MD,1992,6.83,166.49,106.76,79.42,,,,
24003701400,MD,1993,2.64,170.88,109.58,81.52,,,,
24003701400,MD,1994,2.22,174.69,112.01,83.33,,,,
24003701400,MD,1995,-5.1,165.78,106.3,79.08,,,,
24003701400,MD,1996,5.89,175.55,112.56,83.74,,,,
24003701400,MD,1997,2.28,179.55,115.13,85.65,,,,
24003701400,MD,1998,3.6,186.01,119.27,88.73,,,,
24003701400,MD,1999,5.48,196.2,125.81,93.59,,,,
24003701400,MD,2000,6.84,209.63,134.42,100,,,,
24003701400,MD,2001,6.03,222.27,142.53,106.03,,,,
24003701400,MD,2002,10.77,246.22,157.88,117.46,,,,
24003701400,MD,2003,5.38,259.47,166.38,123.78,,,,
