tract,state_abbr,year,annual_change,hpi,hpi1990,hpi2000,,,,
24013504202,MD,1985,9.36,110.09,62.43,51.18,,,,
24013504202,MD,1986,5.54,116.19,65.89,54.02,,,,
24013504202,MD,1987,15.35,134.02,76,62.31,,,,
24013504202,MD,1988,17.05,156.87,88.95,72.93,,,,
24013504202,MD,1989,7.11,168.02,95.28,78.12,,,,
24013504202,MD,1990,4.96,176.35,100,81.99,,,,
24013504202,MD,1991,1.02,178.15,101.02,82.82,,,,
24013504202,MD,1992,3.33,184.08,104.38,85.58,,,,
24013504202,MD,1993,0.59,185.16,105,86.09,,,,
24013504202,MD,1994,1.81,188.51,106.89,87.64,,,,
24013504202,MD,1995,0.25,188.98,107.16,87.86,,,,
24013504202,MD,1996,1.87,192.52,109.17,89.51,,,,
24013504202,MD,1997,2.55,197.44,111.96,91.79,,,,
24013504202,MD,1998,2.65,202.67,114.93,94.23,,,,
24013504202,MD,1999,0.13,202.94,115.08,94.35,,,,
24013504202,MD,2000,5.99,215.09,121.97,100,,,,
24013504202,MD,2001,8,232.29,131.72,108,,,,
24013504202,MD,2002,8.94,253.06,143.5,117.65,,,,
24013504202,MD,2003,6.66,269.91,153.05,125.49,,,,
24013504202,MD,2004,18.72,320.43,181.7,148.97,,,,
24013504202,MD,2005,22.43,392.31,222.46,182.39,,,,
24013504202,MD,2006,9.25,428.62,243.05,199.27,,,,
24013504202,MD,2007,-0.76,425.34,241.19,197.75,,,,
24013504202,MD,2008,-3.91,408.71,231.76,190.02,,,,
24013504202,MD,2009,-9.07,371.62,210.73,172.77,,,,
24013504202,MD,2010,-5.25,352.11,199.67,163.7,,,,
24013504202,MD,2011,-5.64,332.26,188.41,154.47,,,,
24013504202,MD,2012,-2.65,323.45,183.41,150.38,,,,
24013504202,MD,2013,3.58,335.03,189.98,155.76,,,,
24013504202,MD,2014,2.96,344.96,195.61,160.38,,,,
24013504202,MD,2015,4.11,359.12,203.64,166.96,,,,
24013504202,MD,2016,0.59,361.23,204.84,167.94,,,,
24013504202,MD,2017,5.47,380.98,216.04,177.12,,,,
24013504202,MD,2018,-0.5,379.08,214.96,176.24,,,,
24013504202,MD,2019,4.32,395.44,224.23,183.84,,,,
24013505101,MD,1986,,100,70.87,56.23,,,,
24013505101,MD,1987,8.1,108.1,76.61,60.79,,,,
24013505101,MD,1988,19.03,128.67,91.19,72.36,,,,
24013505101,MD,1989,8.11,139.11,98.58,78.22,,,,
24013505101,MD,1990,1.44,141.11,100,79.35,,,,
24013505101,MD,1991,3.41,145.92,103.41,82.06,,,,
24013505101,MD,1992,1.02,147.41,104.47,82.9,,,,
24013505101,MD,1993,1.9,150.21,106.45,84.47,,,,
24013505101,MD,1994,3.98,156.19,110.68,87.83,,,,
24013505101,MD,1995,-1.86,153.29,108.63,86.2,,,,
24013505101,MD,1996,3.86,159.2,112.82,89.52,,,,
24013505101,MD,1997,1.37,161.39,114.37,90.75,,,,
24013505101,MD,1998,2.66,165.68,117.42,93.17,,,,
24013505101,MD,1999,2.63,170.04,120.51,95.62,,,,
24013505101,MD,2000,4.58,177.83,126.02,100,,,,
24013505101,MD,2001,7.61,191.37,135.62,107.61,,,,
24013505101,MD,2002,10.82,212.07,150.29,119.25,,,,
24013505101,MD,2003,8.61,230.32,163.22,129.51,,,,
24013505101,MD,2004,20.24,276.93,196.25,155.73,,,,
24013505101,MD,2005,18.52,328.23,232.61,184.57,,,,
24013505101,MD,2006,12.13,368.03,260.81,206.95,,,,
24013505101,MD,2007,-0.92,364.62,258.4,205.04,,,,
24013505101,MD,2008,-5.59,344.24,243.96,193.58,,,,
24013505101,MD,2009,-9.21,312.52,221.48,175.74,,,,
24013505101,MD,2010,-5.15,296.43,210.07,166.69,,,,
24013505101,MD,2011,-1.98,290.56,205.91,163.39,,,,
24013505101,MD,2012,0.06,290.75,206.04,163.49,,,,
24013505101,MD,2013,0.28,291.55,206.61,163.95,,,,
24013505101,MD,2014,7.55,313.55,222.21,176.32,,,,
24013505101,MD,2015,-0.08,313.3,222.03,176.18,,,,
24013505101,MD,2016,0.73,315.58,223.65,177.46,,,,
24013505101,MD,2017,4.95,331.2,234.72,186.25,,,,
24013505101,MD,2018,4.96,347.65,246.37,195.49,,,,
24013505101,MD,2019,0.57,349.64,247.78,196.61,,,,
24013505102,MD,1985,,100,68.75,54.53,,,,
24013505102,MD,1986,5.82,105.82,72.74,57.7,,,,
24013505102,MD,1987,8.71,115.04,79.08,62.73,,,,
24013505102,MD,1988,17.24,134.87,92.72,73.55,,,,
24013505102,MD,1989,5.07,141.71,97.42,77.28,,,,
24013505102,MD,1990,2.65,145.46,100,79.32,,,,
24013505102,MD,1991,2.62,149.28,102.62,81.4,,,,
24013505102,MD,1992,1.69,151.8,104.36,82.78,,,,
24013505102,MD,1993,0.64,152.78,105.03,83.31,,,,
24013505102,MD,1994,-1.62,150.31,103.33,81.96,,,,
24013505102,MD,1995,1.86,153.1,105.25,83.48,,,,
24013505102,MD,1996,4.8,160.45,110.3,87.49,,,,
24013505102,MD,1997,1.13,162.27,111.56,88.49,,,,
24013505102,MD,1998,3.85,168.52,115.85,91.89,,,,
24013505102,MD,1999,2.16,172.15,118.35,93.87,,,,
24013505102,MD,2000,6.53,183.39,126.07,100,,,,
24013505102,MD,2001,5.72,193.87,133.28,105.72,,,,
24013505102,MD,2002,7.8,208.98,143.67,113.96,,,,
24013505102,MD,2003,10.62,231.17,158.92,126.06,,,,
24013505102,MD,2004,17.26,271.07,186.35,147.81,,,,
24013505102,MD,2005,21.86,330.33,227.09,180.13,,,,
24013505102,MD,2006,9.46,361.59,248.58,197.18,,,,
24013505102,MD,2007,0.42,363.12,249.63,198.01,,,,
24013505102,MD,2008,-4.2,347.87,239.15,189.69,,,,
24013505102,MD,2009,-10.84,310.15,213.22,169.13,,,,
24013505102,MD,2010,-4.06,297.57,204.57,162.27,,,,
24013505102,MD,2011,-2.45,290.28,199.56,158.29,,,,
24013505102,MD,2012,-2.47,283.1,194.62,154.37,,,,
24013505102,MD,2013,2,288.77,198.51,157.46,,,,
24013505102,MD,2014,8.31,312.77,215.01,170.55,,,,
24013505102,MD,2015,-2.92,303.64,208.74,165.57,,,,
24013505102,MD,2016,4.44,317.13,218.01,172.93,,,,
24013505102,MD,2017,5.06,333.17,229.04,181.68,,,,
24013505102,MD,2018,1.89,339.48,233.38,185.12,,,,
24013505102,MD,2019,4.33,354.19,243.49,193.14,,,,
24013505203,MD,1986,,100,69.28,56.66,,,,
24013505203,MD,1987,11.25,111.25,77.07,63.03,,,,
24013505203,MD,1988,11.61,124.16,86.02,70.35,,,,
24013505203,MD,1989,7.42,133.37,92.4,75.56,,,,
24013505203,MD,1990,8.23,144.35,100,81.78,,,,
24013505203,MD,1991,-0.98,142.93,99.02,80.98,,,,
24013505203,MD,1992,1.56,145.15,100.56,82.24,,,,
24013505203,MD,1993,-0.72,144.11,99.84,81.65,,,,
24013505203,MD,1994,6.61,153.64,106.44,87.05,,,,
24013505203,MD,1995,-1.11,151.93,105.26,86.08,,,,
24013505203,MD,1996,3.14,156.7,108.56,88.78,,,,
24013505203,MD,1997,-1.29,154.69,107.16,87.64,,,,
24013505203,MD,1998,3.74,160.47,111.17,90.92,,,,
24013505203,MD,1999,2.82,165,114.31,93.48,,,,
24013505203,MD,2000,6.97,176.5,122.28,100,,,,
24013505203,MD,2001,4.5,184.45,127.79,104.5,,,,
24013505203,MD,2002,13,208.43,144.39,118.09,,,,
24013505203,MD,2003,10.26,229.82,159.21,130.21,,,,
24013505203,MD,2004,17.34,269.66,186.82,152.78,,,,
24013505203,MD,2005,21.08,326.5,226.19,184.98,,,,
24013505203,MD,2006,11.32,363.45,251.8,205.92,,,,
24013505203,MD,2007,-1.52,357.92,247.96,202.79,,,,
24013505203,MD,2008,-5.15,339.51,235.21,192.35,,,,
24013505203,MD,2009,-4.28,324.99,225.15,184.13,,,,
24013505203,MD,2010,-5.02,308.69,213.85,174.89,,,,
24013505203,MD,2011,-4.69,294.22,203.83,166.7,,,,
24013505203,MD,2012,-4.45,281.14,194.77,159.28,,,,
24013505203,MD,2013,9.98,309.2,214.21,175.18,,,,
24013505203,MD,2014,4.25,322.34,223.31,182.62,,,,
24013505203,MD,2015,1,325.56,225.54,184.45,,,,
24013505203,MD,2016,-2.07,318.81,220.87,180.63,,,,
24013505203,MD,2017,,,,,,,,
24013505203,MD,2018,,308.66,213.84,174.88,,,,
24013505203,MD,2019,23.37,380.79,263.8,215.74,,,,
24013505205,MD,1985,,100,64.56,51.37,,,,
24013505205,MD,1986,8.02,108.02,69.74,55.5,,,,
24013505205,MD,1987,7.81,116.46,75.18,59.83,,,,
24013505205,MD,1988,12.72,131.28,84.75,67.44,,,,
24013505205,MD,1989,11.58,146.48,94.56,75.25,,,,
24013505205,MD,1990,5.75,154.9,100,79.58,,,,
24013505205,MD,1991,5.13,162.85,105.13,83.66,,,,
24013505205,MD,1992,-1.58,160.28,103.47,82.34,,,,
24013505205,MD,1993,1.61,162.86,105.14,83.67,,,,
24013505205,MD,1994,-0.95,161.31,104.14,82.87,,,,
24013505205,MD,1995,3.52,166.99,107.8,85.79,,,,
24013505205,MD,1996,1.09,168.81,108.98,86.72,,,,
24013505205,MD,1997,0.24,169.21,109.23,86.93,,,,
24013505205,MD,1998,3,174.28,112.51,89.54,,,,
24013505205,MD,1999,4.78,182.6,117.88,93.81,,,,
24013505205,MD,2000,6.6,194.65,125.66,100,,,,
24013505205,MD,2001,6,206.33,133.2,106,,,,
24013505205,MD,2002,9.59,226.11,145.97,116.16,,,,
24013505205,MD,2003,7.93,244.05,157.55,125.38,,,,
24013505205,MD,2004,19.4,291.4,188.12,149.71,,,,
24013505205,MD,2005,27.92,372.77,240.65,191.51,,,,
24013505205,MD,2006,4.43,389.28,251.31,199.99,,,,
24013505205,MD,2007,-0.22,388.42,250.75,199.55,,,,
24013505205,MD,2008,-5.97,365.23,235.78,187.63,,,,
24013505205,MD,2009,-4.54,348.66,225.09,179.12,,,,
24013505205,MD,2010,-2.33,340.54,219.84,174.95,,,,
24013505205,MD,2011,-11.56,301.17,194.43,154.73,,,,
24013505205,MD,2012,6.62,321.11,207.3,164.97,,,,
24013505205,MD,2013,1.14,324.76,209.66,166.85,,,,
24013505205,MD,2014,6.7,346.51,223.7,178.02,,,,
24013505205,MD,2015,-2.29,338.58,218.58,173.95,,,,
24013505205,MD,2016,1.31,343.03,221.45,176.23,,,,
24013505205,MD,2017,4.05,356.94,230.43,183.37,,,,
24013505205,MD,2018,5.26,375.7,242.54,193.02,,,,
24013505205,MD,2019,6.96,401.85,259.42,206.45,,,,
24013505206,MD,1986,,100,68.75,56.3,,,,
24013505206,MD,1987,13.83,113.83,78.26,64.09,,,,
24013505206,MD,1988,11.12,126.49,86.96,71.22,,,,
24013505206,MD,1989,8.59,137.35,94.43,77.33,,,,
24013505206,MD,1990,5.9,145.46,100,81.9,,,,
24013505206,MD,1991,0.61,146.35,100.61,82.4,,,,
24013505206,MD,1992,1.62,148.71,102.24,83.73,,,,
24013505206,MD,1993,2.27,152.1,104.56,85.64,,,,
24013505206,MD,1994,-2.25,148.68,102.21,83.71,,,,
24013505206,MD,1995,7.25,159.46,109.62,89.78,,,,
24013505206,MD,1996,-0.91,158.01,108.63,88.97,,,,
24013505206,MD,1997,0.58,158.93,109.27,89.49,,,,
24013505206,MD,1998,3.05,163.77,112.59,92.21,,,,
24013505206,MD,1999,3.1,168.85,116.08,95.07,,,,
24013505206,MD,2000,5.19,177.61,122.1,100,,,,
24013505206,MD,2001,8.12,192.03,132.02,108.12,,,,
24013505206,MD,2002,6.8,205.09,141,115.47,,,,
24013505206,MD,2003,9.47,224.52,154.35,126.41,,,,
24013505206,MD,2004,21.83,273.52,188.04,154,,,,
24013505206,MD,2005,19.78,327.64,225.25,184.47,,,,
24013505206,MD,2006,8.16,354.38,243.63,199.53,,,,
24013505206,MD,2007,-0.95,351,241.31,197.62,,,,
24013505206,MD,2008,-4.03,336.86,231.59,189.66,,,,
24013505206,MD,2009,-10.11,302.8,208.17,170.49,,,,
24013505206,MD,2010,-4.4,289.48,199.02,162.99,,,,
24013505206,MD,2011,-3.45,279.51,192.16,157.37,,,,
24013505206,MD,2012,-3.27,270.36,185.87,152.22,,,,
24013505206,MD,2013,7.11,289.59,199.09,163.05,,,,
24013505206,MD,2014,1.05,292.63,201.18,164.76,,,,
24013505206,MD,2015,2.69,300.5,206.59,169.19,,,,
24013505206,MD,2016,3.43,310.79,213.67,174.99,,,,
24013505206,MD,2017,4.27,324.07,222.79,182.46,,,,
24013505206,MD,2018,1.19,327.93,225.45,184.63,,,,
24013505206,MD,2019,1.89,334.11,229.7,188.12,,,,
24013505207,MD,1986,,100,68.5,57.07,,,,
24013505207,MD,1987,5.2,105.2,72.06,60.04,,,,
24013505207,MD,1988,19.58,125.79,86.17,71.79,,,,
24013505207,MD,1989,9.73,138.03,94.55,78.78,,,,
24013505207,MD,1990,5.76,145.98,100,83.31,,,,
24013505207,MD,1991,3.68,151.35,103.68,86.38,,,,
24013505207,MD,1992,-0.52,150.56,103.14,85.93,,,,
24013505207,MD,1993,0.67,151.57,103.83,86.5,,,,
24013505207,MD,1994,3.02,156.14,106.96,89.11,,,,
24013505207,MD,1995,-0.34,155.6,106.59,88.8,,,,
24013505207,MD,1996,3.78,161.49,110.62,92.16,,,,
24013505207,MD,1997,0.49,162.28,111.16,92.62,,,,
24013505207,MD,1998,1.47,164.67,112.8,93.98,,,,
24013505207,MD,1999,7.07,176.31,120.78,100.63,,,,
24013505207,MD,2000,-0.62,175.22,120.03,100,,,,
24013505207,MD,2001,8.47,190.05,130.19,108.47,,,,
24013505207,MD,2002,13.3,215.32,147.5,122.89,,,,
24013505207,MD,2003,9.13,234.98,160.97,134.11,,,,
24013505207,MD,2004,20.83,283.92,194.49,162.04,,,,
24013505207,MD,2005,23.39,350.33,239.99,199.94,,,,
24013505207,MD,2006,7.99,378.32,259.16,215.92,,,,
24013505207,MD,2007,-0.85,375.13,256.97,214.09,,,,
24013505207,MD,2008,-5.53,354.36,242.75,202.24,,,,
24013505207,MD,2009,-10.2,318.22,217.99,181.61,,,,
24013505207,MD,2010,-3.19,308.07,211.03,175.82,,,,
24013505207,MD,2011,-4.42,294.44,201.7,168.04,,,,
24013505207,MD,2012,2.4,301.5,206.54,172.07,,,,
24013505207,MD,2013,4.45,314.93,215.74,179.74,,,,
24013505207,MD,2014,-2.33,307.61,210.72,175.56,,,,
24013505207,MD,2015,0.82,310.15,212.46,177.01,,,,
24013505207,MD,2016,1.78,315.67,216.24,180.16,,,,
24013505207,MD,2017,8.95,343.93,235.6,196.29,,,,
24013505207,MD,2018,3.84,357.14,244.65,203.83,,,,
24013505207,MD,2019,1.32,361.85,247.88,206.51,,,,
24013505208,MD,1986,,100,68.14,55.4,,,,
24013505208,MD,1987,9.05,109.05,74.31,60.41,,,,
24013505208,MD,1988,14.12,124.45,84.8,68.94,,,,
24013505208,MD,1989,14.41,142.38,97.02,78.88,,,,
24013505208,MD,1990,3.07,146.75,100,81.3,,,,
24013505208,MD,1991,1.49,148.94,101.49,82.51,,,,
24013505208,MD,1992,2.8,153.11,104.34,84.82,,,,
24013505208,MD,1993,1.43,155.3,105.83,86.04,,,,
24013505208,MD,1994,2.47,159.14,108.45,88.16,,,,
24013505208,MD,1995,0.34,159.68,108.81,88.46,,,,
24013505208,MD,1996,2.34,163.42,111.36,90.53,,,,
24013505208,MD,1997,-0.2,163.09,111.13,90.35,,,,
24013505208,MD,1998,2.72,167.53,114.16,92.81,,,,
24013505208,MD,1999,4.46,175,119.25,96.95,,,,
24013505208,MD,2000,3.15,180.51,123.01,100,,,,
24013505208,MD,2001,7.13,193.38,131.77,107.13,,,,
24013505208,MD,2002,10.95,214.55,146.2,118.86,,,,
24013505208,MD,2003,6.61,228.74,155.87,126.72,,,,
24013505208,MD,2004,21.92,278.86,190.03,154.49,,,,
24013505208,MD,2005,17.63,328.03,223.53,181.72,,,,
24013505208,MD,2006,11.16,364.65,248.48,202.01,,,,
24013505208,MD,2007,-0.9,361.36,246.24,200.18,,,,
24013505208,MD,2008,-5.03,343.19,233.86,190.12,,,,
24013505208,MD,2009,-8.47,314.12,214.05,174.01,,,,
24013505208,MD,2010,-4.04,301.41,205.39,166.98,,,,
24013505208,MD,2011,-4.97,286.44,195.19,158.68,,,,
24013505208,MD,2012,-1.71,281.54,191.85,155.97,,,,
24013505208,MD,2013,2.28,287.98,196.24,159.53,,,,
24013505208,MD,2014,7.57,309.79,211.1,171.62,,,,
24013505208,MD,2015,0.68,311.91,212.54,172.79,,,,
24013505208,MD,2016,0.48,313.41,213.57,173.62,,,,
24013505208,MD,2017,2.86,322.37,219.67,178.59,,,,
24013505208,MD,2018,5.05,338.66,230.77,187.61,,,,
24013505208,MD,2019,0.01,338.68,230.79,187.62,,,,
24013506101,MD,1986,,100,69.08,53.22,,,,
24013506101,MD,1987,16.13,116.13,80.22,61.81,,,,
24013506101,MD,1988,9.95,127.68,88.2,67.96,,,,
24013506101,MD,1989,1.97,130.19,89.94,69.29,,,,
24013506101,MD,1990,11.19,144.76,100,77.05,,,,
24013506101,MD,1991,3.74,150.18,103.74,79.93,,,,
24013506101,MD,1992,0.47,150.89,104.23,80.31,,,,
24013506101,MD,1993,1.39,152.99,105.68,81.42,,,,
24013506101,MD,1994,5.8,161.86,111.81,86.15,,,,
24013506101,MD,1995,0.34,162.41,112.19,86.44,,,,
24013506101,MD,1996,3.14,167.5,115.71,89.15,,,,
24013506101,MD,1997,1.89,170.66,117.89,90.83,,,,
24013506101,MD,1998,2.96,175.71,121.38,93.52,,,,
24013506101,MD,1999,1.85,178.96,123.62,95.25,,,,
24013506101,MD,2000,4.99,187.89,129.79,100,,,,
24013506101,MD,2001,4.73,196.78,135.94,104.73,,,,
24013506101,MD,2002,5.92,208.43,143.98,110.93,,,,
24013506101,MD,2003,8.27,225.68,155.9,120.11,,,,
24013506101,MD,2004,17.1,264.27,182.55,140.65,,,,
24013506101,MD,2005,21.73,321.69,222.22,171.21,,,,
24013506101,MD,2006,7.19,344.8,238.19,183.52,,,,
24013506101,MD,2007,3.96,358.46,247.63,190.78,,,,
24013506101,MD,2008,-3.76,344.98,238.31,183.61,,,,
24013506101,MD,2009,-11.07,306.8,211.94,163.29,,,,
24013506101,MD,2010,-5.76,289.13,199.73,153.88,,,,
24013506101,MD,2011,-7.98,266.07,183.8,141.61,,,,
24013506101,MD,2012,-2.28,260,179.61,138.38,,,,
24013506101,MD,2013,3.24,268.42,185.42,142.86,,,,
24013506101,MD,2014,3.21,277.04,191.38,147.45,,,,
24013506101,MD,2015,1.96,282.46,195.13,150.34,,,,
24013506101,MD,2016,3.09,291.19,201.15,154.98,,,,
24013506101,MD,2017,0.04,291.3,201.23,155.04,,,,
24013506101,MD,2018,5.43,307.11,212.15,163.46,,,,
24013506101,MD,2019,-3.74,295.64,204.23,157.35,,,,
24013506102,MD,1985,,100,61.59,50.89,,,,
24013506102,MD,1986,7.97,107.97,66.5,54.95,,,,
24013506102,MD,1987,13.12,122.15,75.22,62.16,,,,
24013506102,MD,1988,14.17,139.45,85.88,70.97,,,,
24013506102,MD,1989,5.2,146.7,90.35,74.66,,,,
24013506102,MD,1990,10.68,162.38,100,82.64,,,,
24013506102,MD,1991,1.73,165.19,101.73,84.07,,,,
24013506102,MD,1992,1.52,167.7,103.28,85.35,,,,
24013506102,MD,1993,0.36,168.31,103.65,85.66,,,,
24013506102,MD,1994,-1.18,166.33,102.43,84.65,,,,
24013506102,MD,1995,5.32,175.18,107.88,89.15,,,,
24013506102,MD,1996,-1.58,172.41,106.18,87.75,,,,
24013506102,MD,1997,2.67,177.02,109.02,90.09,,,,
24013506102,MD,1998,0.74,178.33,109.82,90.76,,,,
24013506102,MD,1999,4.28,185.96,114.53,94.64,,,,
24013506102,MD,2000,5.66,196.49,121.01,100,,,,
24013506102,MD,2001,5.13,206.57,127.22,105.13,,,,
24013506102,MD,2002,5.33,217.58,134,110.73,,,,
24013506102,MD,2003,6.57,231.88,142.8,118.01,,,,
24013506102,MD,2004,16.68,270.56,166.63,137.7,,,,
24013506102,MD,2005,22.65,331.83,204.36,168.88,,,,
24013506102,MD,2006,9.81,364.39,224.41,185.45,,,,
24013506102,MD,2007,0.11,364.78,224.65,185.65,,,,
24013506102,MD,2008,-3.44,352.23,216.92,179.26,,,,
24013506102,MD,2009,-10.13,316.53,194.94,161.09,,,,
24013506102,MD,2010,-4.37,302.69,186.41,154.05,,,,
24013506102,MD,2011,-7.2,280.9,172.99,142.96,,,,
24013506102,MD,2012,-3.52,271.02,166.91,137.93,,,,
24013506102,MD,2013,3.46,280.41,172.69,142.71,,,,
24013506102,MD,2014,0.95,283.06,174.33,144.06,,,,
24013506102,MD,2015,2.83,291.09,179.27,148.14,,,,
24013506102,MD,2016,2.7,298.94,184.11,152.14,,,,
24013506102,MD,2017,-1.69,293.9,181,149.57,,,,
24013506102,MD,2018,5.51,310.09,190.97,157.82,,,,
24013506102,MD,2019,-0.47,308.64,190.08,157.07,,,,
24013506200,MD,1985,,100,63.79,51.17,,,,
24013506200,MD,1986,10.72,110.72,70.63,56.66,,,,
24013506200,MD,1987,7.02,118.49,75.58,60.64,,,,
24013506200,MD,1988,17.64,139.39,88.91,71.33,,,,
24013506200,MD,1989,7.37,149.67,95.47,76.59,,,,
24013506200,MD,1990,4.75,156.77,100,80.22,,,,
24013506200,MD,1991,7.27,168.17,107.27,86.05,,,,
24013506200,MD,1992,0.52,169.04,107.83,86.5,,,,
24013506200,MD,1993,2.02,172.46,110.01,88.25,,,,
24013506200,MD,1994,1.18,174.49,111.3,89.29,,,,
24013506200,MD,1995,3.28,180.21,114.95,92.21,,,,
24013506200,MD,1996,5.32,189.8,121.07,97.12,,,,
24013506200,MD,1997,-2.36,185.31,118.21,94.83,,,,
24013506200,MD,1998,5.32,195.18,124.5,99.87,,,,
24013506200,MD,1999,1.55,198.19,126.42,101.42,,,,
24013506200,MD,2000,-1.4,195.42,124.66,100,,,,
24013506200,MD,2001,9.9,214.76,136.99,109.9,,,,
24013506200,MD,2002,6.84,229.46,146.37,117.42,,,,
24013506200,MD,2003,6.05,243.34,155.22,124.52,,,,
24013506200,MD,2004,19.8,291.52,185.96,149.18,,,,
24013506200,MD,2005,18.29,344.84,219.96,176.46,,,,
24013506200,MD,2006,9.21,376.58,240.21,192.7,,,,
24013506200,MD,2007,0.98,380.28,242.57,194.6,,,,
24013506200,MD,2008,-2.66,370.16,236.12,189.42,,,,
24013506200,MD,2009,-11.79,326.51,208.28,167.08,,,,
24013506200,MD,2010,-2.57,318.11,202.92,162.78,,,,
24013506200,MD,2011,-7.37,294.65,187.95,150.78,,,,
24013506200,MD,2012,-4.68,280.87,179.16,143.72,,,,
24013506200,MD,2013,4.52,293.56,187.26,150.22,,,,
24013506200,MD,2014,3.52,303.9,193.85,155.51,,,,
24013506200,MD,2015,2.34,311.02,198.39,159.15,,,,
24013506200,MD,2016,1.84,316.75,202.05,162.09,,,,
24013506200,MD,2017,-3.05,307.09,195.88,157.14,,,,
24013506200,MD,2018,3.75,318.61,203.23,163.04,,,,
24013506200,MD,2019,2.91,327.87,209.14,167.78,,,,
24013507500,MD,1986,,100,67.2,54.1,,,,
24013507500,MD,1987,12.05,112.05,75.29,60.62,,,,
24013507500,MD,1988,20.65,135.19,90.84,73.14,,,,
24013507500,MD,1989,8.33,146.45,98.41,79.23,,,,
24013507500,MD,1990,1.62,148.82,100,80.51,,,,
24013507500,MD,1991,7.02,159.26,107.02,86.16,,,,
24013507500,MD,1992,1.73,162.02,108.87,87.65,,,,
24013507500,MD,1993,-0.99,160.41,107.79,86.79,,,,
24013507500,MD,1994,-1.06,158.71,106.65,85.87,,,,
24013507500,MD,1995,-2.71,154.42,103.76,83.54,,,,
24013507500,MD,1996,8.68,167.82,112.77,90.79,,,,
24013507500,MD,1997,-2.26,164.02,110.22,88.74,,,,
24013507500,MD,1998,6.5,174.68,117.38,94.5,,,,
24013507500,MD,1999,4.3,182.18,122.42,98.56,,,,
24013507500,MD,2000,1.46,184.84,124.2,100,,,,
24013507500,MD,2001,5.8,195.55,131.4,105.8,,,,
24013507500,MD,2002,7.19,209.62,140.85,113.41,,,,
24013507500,MD,2003,9.23,228.96,153.85,123.87,,,,
24013507500,MD,2004,19.51,273.62,183.86,148.03,,,,
24013507500,MD,2005,16.47,318.68,214.14,172.41,,,,
24013507500,MD,2006,10.69,352.75,237.03,190.84,,,,
24013507500,MD,2007,0.74,355.36,238.79,192.25,,,,
24013507500,MD,2008,-7.48,328.77,220.92,177.87,,,,
24013507500,MD,2009,-7.32,304.72,204.76,164.86,,,,
24013507500,MD,2010,-10.34,273.2,183.58,147.81,,,,
24013507500,MD,2011,0.61,274.87,184.7,148.71,,,,
24013507500,MD,2012,-1.87,269.74,181.26,145.94,,,,
24013507500,MD,2013,-2.52,262.94,176.68,142.25,,,,
24013507500,MD,2014,5.61,277.7,186.6,150.24,,,,
24013507500,MD,2015,-0.4,276.58,185.85,149.63,,,,
24013507500,MD,2016,-0.49,275.22,184.94,148.9,,,,
24013507500,MD,2017,4.26,286.95,192.82,155.24,,,,
24013507500,MD,2018,5.52,302.78,203.45,163.81,,,,
24013507500,MD,2019,2.85,311.42,209.26,168.48,,,,
24013507601,MD,1986,,100,70.31,57.36,,,,
24013507601,MD,1987,11.03,111.03,78.06,63.69,,,,
24013507601,MD,1988,14.83,127.49,89.64,73.13,,,,
24013507601,MD,1989,11.98,142.76,100.37,81.89,,,,
24013507601,MD,1990,-0.37,142.23,100,81.59,,,,
24013507601,MD,1991,5.18,149.6,105.18,85.81,,,,
24013507601,MD,1992,2.7,153.64,108.02,88.13,,,,
24013507601,MD,1993,2.06,156.81,110.25,89.95,,,,
24013507601,MD,1994,0.39,157.42,110.68,90.3,,,,
24013507601,MD,1995,-1.71,154.73,108.78,88.75,,,,
24013507601,MD,1996,3.68,160.42,112.79,92.02,,,,
24013507601,MD,1997,-0.53,159.56,112.18,91.52,,,,
24013507601,MD,1998,3.51,165.17,116.12,94.74,,,,
24013507601,MD,1999,0.56,166.09,116.77,95.27,,,,
24013507601,MD,2000,4.96,174.33,122.57,100,,,,
24013507601,MD,2001,4.86,182.8,128.53,104.86,,,,
24013507601,MD,2002,9.1,199.43,140.22,114.4,,,,
24013507601,MD,2003,7.11,213.61,150.19,122.53,,,,
24013507601,MD,2004,17.35,250.68,176.25,143.79,,,,
24013507601,MD,2005,23.16,308.74,217.07,177.1,,,,
24013507601,MD,2006,9.29,337.42,237.24,193.55,,,,
24013507601,MD,2007,0.28,338.36,237.9,194.09,,,,
24013507601,MD,2008,-5.37,320.18,225.12,183.66,,,,
24013507601,MD,2009,-10.58,286.3,201.29,164.22,,,,
24013507601,MD,2010,-6.1,268.83,189.01,154.2,,,,
24013507601,MD,2011,-3.86,258.46,181.72,148.25,,,,
24013507601,MD,2012,-3.61,249.12,175.15,142.9,,,,
24013507601,MD,2013,4.53,260.41,183.09,149.37,,,,
24013507601,MD,2014,2.65,267.3,187.93,153.32,,,,
24013507601,MD,2015,-1.31,263.8,185.47,151.32,,,,
24013507601,MD,2016,3.29,272.49,191.58,156.3,,,,
24013507601,MD,2017,9.2,297.57,209.21,170.69,,,,
24013507601,MD,2018,-3.45,287.29,201.99,164.79,,,,
24013507601,MD,2019,4.29,299.62,210.66,171.86,,,,
24013507602,MD,1986,,100,65.1,52.57,,,,
24013507602,MD,1987,15.22,115.22,75.01,60.57,,,,
24013507602,MD,1988,12.34,129.43,84.26,68.04,,,,
24013507602,MD,1989,13.32,146.67,95.48,77.1,,,,
24013507602,MD,1990,4.73,153.62,100,80.75,,,,
