GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJZAE001,AJ1TE001,AJ1TE002,AJ1TE003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Area Name,Tribal Census Tract Code,Tribal Block Group Code,Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Total,Occupied,Vacant
G2400050403701,2014-2018,,,Maryland,24,Baltimore County,5,,,403701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.01, Baltimore County, Maryland",,,82156,3396,3209,187
G2400050403702,2014-2018,,,Maryland,24,Baltimore County,5,,,403702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.02, Baltimore County, Maryland",,,81211,2249,2052,197
G2400050403801,2014-2018,,,Maryland,24,Baltimore County,5,,,403801,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.01, Baltimore County, Maryland",,,192188,654,624,30
G2400050403802,2014-2018,,,Maryland,24,Baltimore County,5,,,403802,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.02, Baltimore County, Maryland",,,164633,1157,1070,87
G2400050403803,2014-2018,,,Maryland,24,Baltimore County,5,,,403803,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.03, Baltimore County, Maryland",,,97500,1754,1694,60
G2400050404101,2014-2018,,,Maryland,24,Baltimore County,5,,,404101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4041.01, Baltimore County, Maryland",,,94067,2943,2595,348
G2400050404102,2014-2018,,,Maryland,24,Baltimore County,5,,,404102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4041.02, Baltimore County, Maryland",,,72391,2296,2296,0
G2400050404201,2014-2018,,,Maryland,24,Baltimore County,5,,,404201,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042.01, Baltimore County, Maryland",,,79464,2295,2122,173
G2400050404202,2014-2018,,,Maryland,24,Baltimore County,5,,,404202,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042.02, Baltimore County, Maryland",,,54544,2874,2617,257
G2400050404402,2014-2018,,,Maryland,24,Baltimore County,5,,,404402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.02, Baltimore County, Maryland",,,115903,2328,2312,16
G2400050404403,2014-2018,,,Maryland,24,Baltimore County,5,,,404403,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.03, Baltimore County, Maryland",,,51620,2169,2025,144
G2400050404404,2014-2018,,,Maryland,24,Baltimore County,5,,,404404,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.04, Baltimore County, Maryland",,,79955,2030,1995,35
G2400050404501,2014-2018,,,Maryland,24,Baltimore County,5,,,404501,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.01, Baltimore County, Maryland",,,74073,2579,2517,62
G2400050404502,2014-2018,,,Maryland,24,Baltimore County,5,,,404502,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.02, Baltimore County, Maryland",,,56573,1595,1427,168
G2400050404600,2014-2018,,,Maryland,24,Baltimore County,5,,,404600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4046, Baltimore County, Maryland",,,112750,1085,1022,63
G2400050404800,2014-2018,,,Maryland,24,Baltimore County,5,,,404800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048, Baltimore County, Maryland",,,133529,740,732,8
G2400050404900,2014-2018,,,Maryland,24,Baltimore County,5,,,404900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049, Baltimore County, Maryland",,,151683,1860,1815,45
G2400050405000,2014-2018,,,Maryland,24,Baltimore County,5,,,405000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4050, Baltimore County, Maryland",,,111464,1755,1608,147
G2400050406000,2014-2018,,,Maryland,24,Baltimore County,5,,,406000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4060, Baltimore County, Maryland",,,112917,2049,1951,98
G2400050407001,2014-2018,,,Maryland,24,Baltimore County,5,,,407001,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070.01, Baltimore County, Maryland",,,95658,1238,1180,58
G2400050407002,2014-2018,,,Maryland,24,Baltimore County,5,,,407002,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070.02, Baltimore County, Maryland",,,108984,2011,1869,142
G2400050408100,2014-2018,,,Maryland,24,Baltimore County,5,,,408100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081, Baltimore County, Maryland",,,111935,2378,2155,223
G2400050408200,2014-2018,,,Maryland,24,Baltimore County,5,,,408200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082, Baltimore County, Maryland",,,145000,753,722,31
G2400050408302,2014-2018,,,Maryland,24,Baltimore County,5,,,408302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.02, Baltimore County, Maryland",,,126176,1243,1170,73
G2400050408303,2014-2018,,,Maryland,24,Baltimore County,5,,,408303,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.03, Baltimore County, Maryland",,,182500,1161,1094,67
G2400050408304,2014-2018,,,Maryland,24,Baltimore County,5,,,408304,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083.04, Baltimore County, Maryland",,,85463,2415,2334,81
G2400050408400,2014-2018,,,Maryland,24,Baltimore County,5,,,408400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084, Baltimore County, Maryland",,,72000,639,552,87
G2400050408502,2014-2018,,,Maryland,24,Baltimore County,5,,,408502,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.02, Baltimore County, Maryland",,,99833,2254,2042,212
G2400050408503,2014-2018,,,Maryland,24,Baltimore County,5,,,408503,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.03, Baltimore County, Maryland",,,72813,1479,1451,28
G2400050408505,2014-2018,,,Maryland,24,Baltimore County,5,,,408505,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.05, Baltimore County, Maryland",,,92179,1572,1528,44
G2400050408506,2014-2018,,,Maryland,24,Baltimore County,5,,,408506,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.06, Baltimore County, Maryland",,,44237,2435,2381,54
G2400050408507,2014-2018,,,Maryland,24,Baltimore County,5,,,408507,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085.07, Baltimore County, Maryland",,,60276,3051,2729,322
G2400050408601,2014-2018,,,Maryland,24,Baltimore County,5,,,408601,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.01, Baltimore County, Maryland",,,104215,1529,1473,56
G2400050408602,2014-2018,,,Maryland,24,Baltimore County,5,,,408602,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086.02, Baltimore County, Maryland",,,108269,853,802,51
G2400050408702,2014-2018,,,Maryland,24,Baltimore County,5,,,408702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.02, Baltimore County, Maryland",,,107875,994,994,0
G2400050408703,2014-2018,,,Maryland,24,Baltimore County,5,,,408703,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.03, Baltimore County, Maryland",,,99276,2838,2663,175
G2400050408704,2014-2018,,,Maryland,24,Baltimore County,5,,,408704,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087.04, Baltimore County, Maryland",,,113009,2144,2058,86
G2400050408800,2014-2018,,,Maryland,24,Baltimore County,5,,,408800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4088, Baltimore County, Maryland",,,90708,1061,982,79
G2400050408900,2014-2018,,,Maryland,24,Baltimore County,5,,,408900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4089, Baltimore County, Maryland",,,105820,1200,1141,59
G2400050410100,2014-2018,,,Maryland,24,Baltimore County,5,,,410100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4101, Baltimore County, Maryland",,,137216,2159,2007,152
G2400050410200,2014-2018,,,Maryland,24,Baltimore County,5,,,410200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4102, Baltimore County, Maryland",,,146036,1738,1673,65
G2400050411101,2014-2018,,,Maryland,24,Baltimore County,5,,,411101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4111.01, Baltimore County, Maryland",,,116528,844,844,0
G2400050411102,2014-2018,,,Maryland,24,Baltimore County,5,,,411102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4111.02, Baltimore County, Maryland",,,106458,1194,1096,98
G2400050411201,2014-2018,,,Maryland,24,Baltimore County,5,,,411201,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4112.01, Baltimore County, Maryland",,,130104,1235,1211,24
G2400050411202,2014-2018,,,Maryland,24,Baltimore County,5,,,411202,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4112.02, Baltimore County, Maryland",,,121875,1602,1507,95
G2400050411302,2014-2018,,,Maryland,24,Baltimore County,5,,,411302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4113.02, Baltimore County, Maryland",,,108542,1243,1129,114
G2400050411303,2014-2018,,,Maryland,24,Baltimore County,5,,,411303,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4113.03, Baltimore County, Maryland",,,74203,2720,2577,143
G2400050411306,2014-2018,,,Maryland,24,Baltimore County,5,,,411306,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4113.06, Baltimore County, Maryland",,,90057,2267,2066,201
G2400050411307,2014-2018,,,Maryland,24,Baltimore County,5,,,411307,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4113.07, Baltimore County, Maryland",,,81536,1570,1449,121
G2400050411308,2014-2018,,,Maryland,24,Baltimore County,5,,,411308,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4113.08, Baltimore County, Maryland",,,89094,1385,1275,110
G2400050411309,2014-2018,,,Maryland,24,Baltimore County,5,,,411309,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4113.09, Baltimore County, Maryland",,,111435,3355,3178,177
G2400050411404,2014-2018,,,Maryland,24,Baltimore County,5,,,411404,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4114.04, Baltimore County, Maryland",,,97950,1407,1383,24
G2400050411406,2014-2018,,,Maryland,24,Baltimore County,5,,,411406,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4114.06, Baltimore County, Maryland",,,84470,1759,1684,75
G2400050411407,2014-2018,,,Maryland,24,Baltimore County,5,,,411407,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4114.07, Baltimore County, Maryland",,,55370,5875,5176,699
G2400050411408,2014-2018,,,Maryland,24,Baltimore County,5,,,411408,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4114.08, Baltimore County, Maryland",,,64954,1574,1493,81
G2400050411409,2014-2018,,,Maryland,24,Baltimore County,5,,,411409,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4114.09, Baltimore County, Maryland",,,105592,1856,1789,67
G2400050411410,2014-2018,,,Maryland,24,Baltimore County,5,,,411410,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4114.10, Baltimore County, Maryland",,,93030,1721,1647,74
G2400050420100,2014-2018,,,Maryland,24,Baltimore County,5,,,420100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4201, Baltimore County, Maryland",,,58929,1355,1290,65
G2400050420200,2014-2018,,,Maryland,24,Baltimore County,5,,,420200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4202, Baltimore County, Maryland",,,62537,1339,1201,138
G2400050420301,2014-2018,,,Maryland,24,Baltimore County,5,,,420301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4203.01, Baltimore County, Maryland",,,51875,1077,1057,20
G2400050420302,2014-2018,,,Maryland,24,Baltimore County,5,,,420302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4203.02, Baltimore County, Maryland",,,67813,1015,937,78
G2400050420303,2014-2018,,,Maryland,24,Baltimore County,5,,,420303,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4203.03, Baltimore County, Maryland",,,57188,518,498,20
G2400050420401,2014-2018,,,Maryland,24,Baltimore County,5,,,420401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4204.01, Baltimore County, Maryland",,,56635,2290,2019,271
G2400050420402,2014-2018,,,Maryland,24,Baltimore County,5,,,420402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4204.02, Baltimore County, Maryland",,,58996,802,725,77
G2400050420500,2014-2018,,,Maryland,24,Baltimore County,5,,,420500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4205, Baltimore County, Maryland",,,54013,1428,1365,63
G2400050420600,2014-2018,,,Maryland,24,Baltimore County,5,,,420600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4206, Baltimore County, Maryland",,,54891,1536,1316,220
G2400050420701,2014-2018,,,Maryland,24,Baltimore County,5,,,420701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4207.01, Baltimore County, Maryland",,,47300,1197,1118,79
G2400050420702,2014-2018,,,Maryland,24,Baltimore County,5,,,420702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4207.02, Baltimore County, Maryland",,,42422,859,750,109
G2400050420800,2014-2018,,,Maryland,24,Baltimore County,5,,,420800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4208, Baltimore County, Maryland",,,52727,1404,1198,206
G2400050420900,2014-2018,,,Maryland,24,Baltimore County,5,,,420900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4209, Baltimore County, Maryland",,,41272,1608,1406,202
G2400050421000,2014-2018,,,Maryland,24,Baltimore County,5,,,421000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4210, Baltimore County, Maryland",,,25208,957,870,87
G2400050421101,2014-2018,,,Maryland,24,Baltimore County,5,,,421101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4211.01, Baltimore County, Maryland",,,48227,1413,1229,184
G2400050421102,2014-2018,,,Maryland,24,Baltimore County,5,,,421102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4211.02, Baltimore County, Maryland",,,63558,1070,979,91
G2400050421200,2014-2018,,,Maryland,24,Baltimore County,5,,,421200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4212, Baltimore County, Maryland",,,55119,764,676,88
G2400050421300,2014-2018,,,Maryland,24,Baltimore County,5,,,421300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4213, Baltimore County, Maryland",,,41473,1401,1153,248
G2400050430101,2014-2018,,,Maryland,24,Baltimore County,5,,,430101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4301.01, Baltimore County, Maryland",,,45280,1670,1489,181
G2400050430104,2014-2018,,,Maryland,24,Baltimore County,5,,,430104,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4301.04, Baltimore County, Maryland",,,78854,1028,916,112
G2400050430200,2014-2018,,,Maryland,24,Baltimore County,5,,,430200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4302, Baltimore County, Maryland",,,47866,1125,1056,69
G2400050430300,2014-2018,,,Maryland,24,Baltimore County,5,,,430300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4303, Baltimore County, Maryland",,,36250,2136,1982,154
G2400050430400,2014-2018,,,Maryland,24,Baltimore County,5,,,430400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4304, Baltimore County, Maryland",,,84423,1703,1566,137
G2400050430600,2014-2018,,,Maryland,24,Baltimore County,5,,,430600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4306, Baltimore County, Maryland",,,105028,905,871,34
G2400050430700,2014-2018,,,Maryland,24,Baltimore County,5,,,430700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4307, Baltimore County, Maryland",,,94560,2061,1915,146
G2400050430800,2014-2018,,,Maryland,24,Baltimore County,5,,,430800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4308, Baltimore County, Maryland",,,72232,1477,1391,86
G2400050430900,2014-2018,,,Maryland,24,Baltimore County,5,,,430900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4309, Baltimore County, Maryland",,,45963,2184,1855,329
G2400050440100,2014-2018,,,Maryland,24,Baltimore County,5,,,440100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4401, Baltimore County, Maryland",,,75721,1792,1717,75
G2400050440200,2014-2018,,,Maryland,24,Baltimore County,5,,,440200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4402, Baltimore County, Maryland",,,63110,1173,1077,96
G2400050440300,2014-2018,,,Maryland,24,Baltimore County,5,,,440300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4403, Baltimore County, Maryland",,,55192,970,924,46
G2400050440400,2014-2018,,,Maryland,24,Baltimore County,5,,,440400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4404, Baltimore County, Maryland",,,75958,2009,1905,104
G2400050440500,2014-2018,,,Maryland,24,Baltimore County,5,,,440500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4405, Baltimore County, Maryland",,,75179,1338,1219,119
G2400050440600,2014-2018,,,Maryland,24,Baltimore County,5,,,440600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4406, Baltimore County, Maryland",,,109375,778,762,16
G2400050440701,2014-2018,,,Maryland,24,Baltimore County,5,,,440701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4407.01, Baltimore County, Maryland",,,62347,2629,2456,173
G2400050440702,2014-2018,,,Maryland,24,Baltimore County,5,,,440702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4407.02, Baltimore County, Maryland",,,66026,2396,2054,342
G2400050440800,2014-2018,,,Maryland,24,Baltimore County,5,,,440800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4408, Baltimore County, Maryland",,,58866,1456,1313,143
G2400050440900,2014-2018,,,Maryland,24,Baltimore County,5,,,440900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4409, Baltimore County, Maryland",,,75016,1478,1455,23
G2400050441000,2014-2018,,,Maryland,24,Baltimore County,5,,,441000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4410, Baltimore County, Maryland",,,63167,1373,1214,159
G2400050441101,2014-2018,,,Maryland,24,Baltimore County,5,,,441101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4411.01, Baltimore County, Maryland",,,61458,880,807,73
G2400050441102,2014-2018,,,Maryland,24,Baltimore County,5,,,441102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4411.02, Baltimore County, Maryland",,,64309,1858,1789,69
G2400050450100,2014-2018,,,Maryland,24,Baltimore County,5,,,450100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4501, Baltimore County, Maryland",,,61481,1581,1464,117
G2400050450200,2014-2018,,,Maryland,24,Baltimore County,5,,,450200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4502, Baltimore County, Maryland",,,62136,1363,1240,123
G2400050450300,2014-2018,,,Maryland,24,Baltimore County,5,,,450300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4503, Baltimore County, Maryland",,,49690,1434,1328,106
G2400050450400,2014-2018,,,Maryland,24,Baltimore County,5,,,450400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4504, Baltimore County, Maryland",,,73462,853,746,107
G2400050450501,2014-2018,,,Maryland,24,Baltimore County,5,,,450501,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4505.01, Baltimore County, Maryland",,,48843,1826,1619,207
G2400050450503,2014-2018,,,Maryland,24,Baltimore County,5,,,450503,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4505.03, Baltimore County, Maryland",,,55250,2341,2283,58
G2400050450504,2014-2018,,,Maryland,24,Baltimore County,5,,,450504,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4505.04, Baltimore County, Maryland",,,38585,2851,2453,398
G2400050450800,2014-2018,,,Maryland,24,Baltimore County,5,,,450800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4508, Baltimore County, Maryland",,,43262,1817,1591,226
G2400050450900,2014-2018,,,Maryland,24,Baltimore County,5,,,450900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4509, Baltimore County, Maryland",,,82587,1733,1635,98
G2400050451000,2014-2018,,,Maryland,24,Baltimore County,5,,,451000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4510, Baltimore County, Maryland",,,90288,717,611,106
G2400050451100,2014-2018,,,Maryland,24,Baltimore County,5,,,451100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4511, Baltimore County, Maryland",,,78750,765,724,41
G2400050451200,2014-2018,,,Maryland,24,Baltimore County,5,,,451200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4512, Baltimore County, Maryland",,,70250,1614,1504,110
G2400050451300,2014-2018,,,Maryland,24,Baltimore County,5,,,451300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4513, Baltimore County, Maryland",,,47813,1504,1412,92
G2400050451401,2014-2018,,,Maryland,24,Baltimore County,5,,,451401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4514.01, Baltimore County, Maryland",,,73462,1399,1162,237
G2400050451402,2014-2018,,,Maryland,24,Baltimore County,5,,,451402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4514.02, Baltimore County, Maryland",,,51036,2246,1894,352
G2400050451500,2014-2018,,,Maryland,24,Baltimore County,5,,,451500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4515, Baltimore County, Maryland",,,64342,1431,1276,155
G2400050451600,2014-2018,,,Maryland,24,Baltimore County,5,,,451600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4516, Baltimore County, Maryland",,,59250,973,920,53
G2400050451701,2014-2018,,,Maryland,24,Baltimore County,5,,,451701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4517.01, Baltimore County, Maryland",,,92792,1647,1535,112
G2400050451702,2014-2018,,,Maryland,24,Baltimore County,5,,,451702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4517.02, Baltimore County, Maryland",,,74811,762,733,29
G2400050451801,2014-2018,,,Maryland,24,Baltimore County,5,,,451801,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4518.01, Baltimore County, Maryland",,,50750,2039,2039,0
G2400050451802,2014-2018,,,Maryland,24,Baltimore County,5,,,451802,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4518.02, Baltimore County, Maryland",,,69219,1788,1704,84
G2400050451803,2014-2018,,,Maryland,24,Baltimore County,5,,,451803,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4518.03, Baltimore County, Maryland",,,76719,1929,1795,134
G2400050451900,2014-2018,,,Maryland,24,Baltimore County,5,,,451900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4519, Baltimore County, Maryland",,,77829,1035,949,86
G2400050452000,2014-2018,,,Maryland,24,Baltimore County,5,,,452000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4520, Baltimore County, Maryland",,,70375,1014,995,19
G2400050452100,2014-2018,,,Maryland,24,Baltimore County,5,,,452100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4521, Baltimore County, Maryland",,,75745,1440,1279,161
G2400050452300,2014-2018,,,Maryland,24,Baltimore County,5,,,452300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4523, Baltimore County, Maryland",,,48750,1194,1046,148
G2400050452400,2014-2018,,,Maryland,24,Baltimore County,5,,,452400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4524, Baltimore County, Maryland",,,68688,1375,1207,168
G2400050452500,2014-2018,,,Maryland,24,Baltimore County,5,,,452500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4525, Baltimore County, Maryland",,,54383,1405,1270,135
G2400050490100,2014-2018,,,Maryland,24,Baltimore County,5,,,490100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4901, Baltimore County, Maryland",,,146250,1588,1470,118
G2400050490200,2014-2018,,,Maryland,24,Baltimore County,5,,,490200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4902, Baltimore County, Maryland",,,120508,1081,1025,56
G2400050490301,2014-2018,,,Maryland,24,Baltimore County,5,,,490301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4903.01, Baltimore County, Maryland",,,55365,3298,2867,431
G2400050490302,2014-2018,,,Maryland,24,Baltimore County,5,,,490302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4903.02, Baltimore County, Maryland",,,74113,1382,1256,126
G2400050490400,2014-2018,,,Maryland,24,Baltimore County,5,,,490400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4904, Baltimore County, Maryland",,,178958,729,679,50
G2400050490500,2014-2018,,,Maryland,24,Baltimore County,5,,,490500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4905, Baltimore County, Maryland",,,161051,1520,1470,50
G2400050490601,2014-2018,,,Maryland,24,Baltimore County,5,,,490601,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4906.01, Baltimore County, Maryland",,,110625,823,778,45
G2400050490602,2014-2018,,,Maryland,24,Baltimore County,5,,,490602,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4906.02, Baltimore County, Maryland",,,95043,1354,1237,117
G2400050490603,2014-2018,,,Maryland,24,Baltimore County,5,,,490603,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4906.03, Baltimore County, Maryland",,,105517,999,934,65
G2400050490605,2014-2018,,,Maryland,24,Baltimore County,5,,,490605,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4906.05, Baltimore County, Maryland",,,11190,218,172,46
G2400050490701,2014-2018,,,Maryland,24,Baltimore County,5,,,490701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4907.01, Baltimore County, Maryland",,,104583,667,662,5
G2400050490703,2014-2018,,,Maryland,24,Baltimore County,5,,,490703,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4907.03, Baltimore County, Maryland",,,88466,1496,1427,69
G2400050490800,2014-2018,,,Maryland,24,Baltimore County,5,,,490800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4908, Baltimore County, Maryland",,,98182,1421,1306,115
G2400050490900,2014-2018,,,Maryland,24,Baltimore County,5,,,490900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4909, Baltimore County, Maryland",,,56667,2520,2270,250
