GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJZAE001,AJ1TE001,AJ1TE002,AJ1TE003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Area Name,Tribal Census Tract Code,Tribal Block Group Code,Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Total,Occupied,Vacant
G2400050491000,2014-2018,,,Maryland,24,Baltimore County,5,,,491000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4910, Baltimore County, Maryland",,,154167,798,784,14
G2400050491100,2014-2018,,,Maryland,24,Baltimore County,5,,,491100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4911, Baltimore County, Maryland",,,96161,1468,1375,93
G2400050491201,2014-2018,,,Maryland,24,Baltimore County,5,,,491201,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4912.01, Baltimore County, Maryland",,,85750,821,741,80
G2400050491202,2014-2018,,,Maryland,24,Baltimore County,5,,,491202,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4912.02, Baltimore County, Maryland",,,79268,800,782,18
G2400050491300,2014-2018,,,Maryland,24,Baltimore County,5,,,491300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4913, Baltimore County, Maryland",,,66912,1480,1378,102
G2400050491401,2014-2018,,,Maryland,24,Baltimore County,5,,,491401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4914.01, Baltimore County, Maryland",,,45403,2398,2295,103
G2400050491402,2014-2018,,,Maryland,24,Baltimore County,5,,,491402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4914.02, Baltimore County, Maryland",,,54531,1179,1048,131
G2400050491500,2014-2018,,,Maryland,24,Baltimore County,5,,,491500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4915, Baltimore County, Maryland",,,76765,1770,1688,82
G2400050491600,2014-2018,,,Maryland,24,Baltimore County,5,,,491600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4916, Baltimore County, Maryland",,,61667,1226,1140,86
G2400050491701,2014-2018,,,Maryland,24,Baltimore County,5,,,491701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4917.01, Baltimore County, Maryland",,,74583,1847,1723,124
G2400050491900,2014-2018,,,Maryland,24,Baltimore County,5,,,491900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4919, Baltimore County, Maryland",,,66058,856,787,69
G2400050492001,2014-2018,,,Maryland,24,Baltimore County,5,,,492001,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4920.01, Baltimore County, Maryland",,,54828,616,586,30
G2400050492002,2014-2018,,,Maryland,24,Baltimore County,5,,,492002,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4920.02, Baltimore County, Maryland",,,80082,1626,1513,113
G2400050492101,2014-2018,,,Maryland,24,Baltimore County,5,,,492101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4921.01, Baltimore County, Maryland",,,63628,1625,1615,10
G2400050492102,2014-2018,,,Maryland,24,Baltimore County,5,,,492102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4921.02, Baltimore County, Maryland",,,79808,881,802,79
G2400050492200,2014-2018,,,Maryland,24,Baltimore County,5,,,492200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4922, Baltimore County, Maryland",,,61015,2002,1967,35
G2400050492300,2014-2018,,,Maryland,24,Baltimore County,5,,,492300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4923, Baltimore County, Maryland",,,61719,1427,1169,258
G2400050492401,2014-2018,,,Maryland,24,Baltimore County,5,,,492401,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4924.01, Baltimore County, Maryland",,,92381,1443,1374,69
G2400050492402,2014-2018,,,Maryland,24,Baltimore County,5,,,492402,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4924.02, Baltimore County, Maryland",,,79776,3098,2815,283
G2400050492500,2014-2018,,,Maryland,24,Baltimore County,5,,,492500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4925, Baltimore County, Maryland",,,103750,16,16,0
G2400050492600,2014-2018,,,Maryland,24,Baltimore County,5,,,492600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4926, Baltimore County, Maryland",,,66370,1546,1474,72
G2400050980000,2014-2018,,,Maryland,24,Baltimore County,5,,,980000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9800, Baltimore County, Maryland",,,,0,0,0
G2400050980100,2014-2018,,,Maryland,24,Baltimore County,5,,,980100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9801, Baltimore County, Maryland",,,,0,0,0
G2400050980200,2014-2018,,,Maryland,24,Baltimore County,5,,,980200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 9802, Baltimore County, Maryland",,,,0,0,0
G2405100010100,2014-2018,,,Maryland,24,Baltimore city,510,,,10100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 101, Baltimore city, Maryland",,,109808,1636,1398,238
G2405100010200,2014-2018,,,Maryland,24,Baltimore city,510,,,10200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 102, Baltimore city, Maryland",,,107617,1494,1393,101
G2405100010300,2014-2018,,,Maryland,24,Baltimore city,510,,,10300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 103, Baltimore city, Maryland",,,138686,1219,1079,140
G2405100010400,2014-2018,,,Maryland,24,Baltimore city,510,,,10400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 104, Baltimore city, Maryland",,,114453,1778,1388,390
G2405100010500,2014-2018,,,Maryland,24,Baltimore city,510,,,10500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 105, Baltimore city, Maryland",,,99167,903,788,115
G2405100020100,2014-2018,,,Maryland,24,Baltimore city,510,,,20100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201, Baltimore city, Maryland",,,90500,1017,808,209
G2405100020200,2014-2018,,,Maryland,24,Baltimore city,510,,,20200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202, Baltimore city, Maryland",,,89375,954,761,193
G2405100020300,2014-2018,,,Maryland,24,Baltimore city,510,,,20300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203, Baltimore city, Maryland",,,108516,2549,2143,406
G2405100030100,2014-2018,,,Maryland,24,Baltimore city,510,,,30100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 301, Baltimore city, Maryland",,,19741,1384,1054,330
G2405100030200,2014-2018,,,Maryland,24,Baltimore city,510,,,30200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 302, Baltimore city, Maryland",,,77301,1358,1161,197
G2405100040100,2014-2018,,,Maryland,24,Baltimore city,510,,,40100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 401, Baltimore city, Maryland",,,62500,3141,2596,545
G2405100040200,2014-2018,,,Maryland,24,Baltimore city,510,,,40200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 402, Baltimore city, Maryland",,,34375,360,228,132
G2405100060100,2014-2018,,,Maryland,24,Baltimore city,510,,,60100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 601, Baltimore city, Maryland",,,48661,1258,948,310
G2405100060200,2014-2018,,,Maryland,24,Baltimore city,510,,,60200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 602, Baltimore city, Maryland",,,72465,1476,1079,397
G2405100060300,2014-2018,,,Maryland,24,Baltimore city,510,,,60300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 603, Baltimore city, Maryland",,,68088,915,750,165
G2405100060400,2014-2018,,,Maryland,24,Baltimore city,510,,,60400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 604, Baltimore city, Maryland",,,55368,885,761,124
G2405100070100,2014-2018,,,Maryland,24,Baltimore city,510,,,70100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 701, Baltimore city, Maryland",,,39602,1125,749,376
G2405100070200,2014-2018,,,Maryland,24,Baltimore city,510,,,70200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 702, Baltimore city, Maryland",,,32000,1535,990,545
G2405100070300,2014-2018,,,Maryland,24,Baltimore city,510,,,70300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 703, Baltimore city, Maryland",,,29261,532,307,225
G2405100070400,2014-2018,,,Maryland,24,Baltimore city,510,,,70400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 704, Baltimore city, Maryland",,,18977,876,755,121
G2405100080101,2014-2018,,,Maryland,24,Baltimore city,510,,,80101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 801.01, Baltimore city, Maryland",,,63542,1456,1289,167
G2405100080102,2014-2018,,,Maryland,24,Baltimore city,510,,,80102,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 801.02, Baltimore city, Maryland",,,33711,960,726,234
G2405100080200,2014-2018,,,Maryland,24,Baltimore city,510,,,80200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 802, Baltimore city, Maryland",,,29485,760,507,253
G2405100080301,2014-2018,,,Maryland,24,Baltimore city,510,,,80301,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 803.01, Baltimore city, Maryland",,,37574,1026,581,445
G2405100080302,2014-2018,,,Maryland,24,Baltimore city,510,,,80302,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 803.02, Baltimore city, Maryland",,,32167,1327,1084,243
G2405100080400,2014-2018,,,Maryland,24,Baltimore city,510,,,80400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 804, Baltimore city, Maryland",,,30096,799,401,398
G2405100080500,2014-2018,,,Maryland,24,Baltimore city,510,,,80500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 805, Baltimore city, Maryland",,,27939,766,527,239
G2405100080600,2014-2018,,,Maryland,24,Baltimore city,510,,,80600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 806, Baltimore city, Maryland",,,34688,1371,769,602
G2405100080700,2014-2018,,,Maryland,24,Baltimore city,510,,,80700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 807, Baltimore city, Maryland",,,35282,715,341,374
G2405100080800,2014-2018,,,Maryland,24,Baltimore city,510,,,80800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 808, Baltimore city, Maryland",,,38304,780,459,321
G2405100090100,2014-2018,,,Maryland,24,Baltimore city,510,,,90100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 901, Baltimore city, Maryland",,,45962,1949,1628,321
G2405100090200,2014-2018,,,Maryland,24,Baltimore city,510,,,90200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 902, Baltimore city, Maryland",,,70500,1291,1184,107
G2405100090300,2014-2018,,,Maryland,24,Baltimore city,510,,,90300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 903, Baltimore city, Maryland",,,42206,2128,1882,246
G2405100090400,2014-2018,,,Maryland,24,Baltimore city,510,,,90400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 904, Baltimore city, Maryland",,,30125,819,659,160
G2405100090500,2014-2018,,,Maryland,24,Baltimore city,510,,,90500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 905, Baltimore city, Maryland",,,42296,862,680,182
G2405100090600,2014-2018,,,Maryland,24,Baltimore city,510,,,90600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 906, Baltimore city, Maryland",,,45306,1347,885,462
G2405100090700,2014-2018,,,Maryland,24,Baltimore city,510,,,90700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 907, Baltimore city, Maryland",,,27440,1484,1093,391
G2405100090800,2014-2018,,,Maryland,24,Baltimore city,510,,,90800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 908, Baltimore city, Maryland",,,35808,1477,946,531
G2405100090900,2014-2018,,,Maryland,24,Baltimore city,510,,,90900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 909, Baltimore city, Maryland",,,23750,1378,922,456
G2405100100100,2014-2018,,,Maryland,24,Baltimore city,510,,,100100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1001, Baltimore city, Maryland",,,25215,1144,850,294
G2405100100200,2014-2018,,,Maryland,24,Baltimore city,510,,,100200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1002, Baltimore city, Maryland",,,13074,1279,1054,225
G2405100100300,2014-2018,,,Maryland,24,Baltimore city,510,,,100300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1003, Baltimore city, Maryland",,,,0,0,0
G2405100110100,2014-2018,,,Maryland,24,Baltimore city,510,,,110100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1101, Baltimore city, Maryland",,,55216,2317,1999,318
G2405100110200,2014-2018,,,Maryland,24,Baltimore city,510,,,110200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1102, Baltimore city, Maryland",,,45406,4240,3735,505
G2405100120100,2014-2018,,,Maryland,24,Baltimore city,510,,,120100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1201, Baltimore city, Maryland",,,65313,2537,2340,197
G2405100120201,2014-2018,,,Maryland,24,Baltimore city,510,,,120201,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1202.01, Baltimore city, Maryland",,,82917,987,843,144
G2405100120202,2014-2018,,,Maryland,24,Baltimore city,510,,,120202,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1202.02, Baltimore city, Maryland",,,36435,1971,1638,333
G2405100120300,2014-2018,,,Maryland,24,Baltimore city,510,,,120300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1203, Baltimore city, Maryland",,,52857,1909,1630,279
G2405100120400,2014-2018,,,Maryland,24,Baltimore city,510,,,120400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1204, Baltimore city, Maryland",,,38507,931,667,264
G2405100120500,2014-2018,,,Maryland,24,Baltimore city,510,,,120500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1205, Baltimore city, Maryland",,,60750,1200,944,256
G2405100120600,2014-2018,,,Maryland,24,Baltimore city,510,,,120600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1206, Baltimore city, Maryland",,,29036,1930,1581,349
G2405100120700,2014-2018,,,Maryland,24,Baltimore city,510,,,120700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1207, Baltimore city, Maryland",,,65068,1173,1038,135
G2405100130100,2014-2018,,,Maryland,24,Baltimore city,510,,,130100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1301, Baltimore city, Maryland",,,24639,1862,1459,403
G2405100130200,2014-2018,,,Maryland,24,Baltimore city,510,,,130200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1302, Baltimore city, Maryland",,,46690,1519,1097,422
G2405100130300,2014-2018,,,Maryland,24,Baltimore city,510,,,130300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1303, Baltimore city, Maryland",,,35952,1357,806,551
G2405100130400,2014-2018,,,Maryland,24,Baltimore city,510,,,130400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1304, Baltimore city, Maryland",,,28750,1226,777,449
G2405100130600,2014-2018,,,Maryland,24,Baltimore city,510,,,130600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1306, Baltimore city, Maryland",,,95500,1838,1638,200
G2405100130700,2014-2018,,,Maryland,24,Baltimore city,510,,,130700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1307, Baltimore city, Maryland",,,58815,2694,2445,249
G2405100130803,2014-2018,,,Maryland,24,Baltimore city,510,,,130803,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1308.03, Baltimore city, Maryland",,,55128,1282,1168,114
G2405100130804,2014-2018,,,Maryland,24,Baltimore city,510,,,130804,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1308.04, Baltimore city, Maryland",,,67019,992,907,85
G2405100130805,2014-2018,,,Maryland,24,Baltimore city,510,,,130805,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1308.05, Baltimore city, Maryland",,,39750,616,568,48
G2405100130806,2014-2018,,,Maryland,24,Baltimore city,510,,,130806,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1308.06, Baltimore city, Maryland",,,87188,621,544,77
G2405100140100,2014-2018,,,Maryland,24,Baltimore city,510,,,140100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1401, Baltimore city, Maryland",,,49688,2650,2240,410
G2405100140200,2014-2018,,,Maryland,24,Baltimore city,510,,,140200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1402, Baltimore city, Maryland",,,28000,1381,782,599
G2405100140300,2014-2018,,,Maryland,24,Baltimore city,510,,,140300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1403, Baltimore city, Maryland",,,38194,1507,931,576
G2405100150100,2014-2018,,,Maryland,24,Baltimore city,510,,,150100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1501, Baltimore city, Maryland",,,17346,1519,948,571
G2405100150200,2014-2018,,,Maryland,24,Baltimore city,510,,,150200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1502, Baltimore city, Maryland",,,42917,1464,774,690
G2405100150300,2014-2018,,,Maryland,24,Baltimore city,510,,,150300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1503, Baltimore city, Maryland",,,38194,1037,703,334
G2405100150400,2014-2018,,,Maryland,24,Baltimore city,510,,,150400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1504, Baltimore city, Maryland",,,35479,1781,1220,561
G2405100150500,2014-2018,,,Maryland,24,Baltimore city,510,,,150500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1505, Baltimore city, Maryland",,,33670,745,618,127
G2405100150600,2014-2018,,,Maryland,24,Baltimore city,510,,,150600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1506, Baltimore city, Maryland",,,30529,1571,1005,566
G2405100150701,2014-2018,,,Maryland,24,Baltimore city,510,,,150701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1507.01, Baltimore city, Maryland",,,47109,820,589,231
G2405100150702,2014-2018,,,Maryland,24,Baltimore city,510,,,150702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1507.02, Baltimore city, Maryland",,,41471,1141,826,315
G2405100150800,2014-2018,,,Maryland,24,Baltimore city,510,,,150800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1508, Baltimore city, Maryland",,,36853,2438,1862,576
G2405100150900,2014-2018,,,Maryland,24,Baltimore city,510,,,150900,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1509, Baltimore city, Maryland",,,54333,1649,1265,384
G2405100151000,2014-2018,,,Maryland,24,Baltimore city,510,,,151000,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1510, Baltimore city, Maryland",,,40366,2293,1721,572
G2405100151100,2014-2018,,,Maryland,24,Baltimore city,510,,,151100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1511, Baltimore city, Maryland",,,51827,3097,2614,483
G2405100151200,2014-2018,,,Maryland,24,Baltimore city,510,,,151200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1512, Baltimore city, Maryland",,,21363,2068,1639,429
G2405100151300,2014-2018,,,Maryland,24,Baltimore city,510,,,151300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1513, Baltimore city, Maryland",,,29816,2131,1509,622
G2405100160100,2014-2018,,,Maryland,24,Baltimore city,510,,,160100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1601, Baltimore city, Maryland",,,26557,1636,919,717
G2405100160200,2014-2018,,,Maryland,24,Baltimore city,510,,,160200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1602, Baltimore city, Maryland",,,26792,1303,825,478
G2405100160300,2014-2018,,,Maryland,24,Baltimore city,510,,,160300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1603, Baltimore city, Maryland",,,18093,820,392,428
G2405100160400,2014-2018,,,Maryland,24,Baltimore city,510,,,160400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1604, Baltimore city, Maryland",,,26552,1711,670,1041
G2405100160500,2014-2018,,,Maryland,24,Baltimore city,510,,,160500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1605, Baltimore city, Maryland",,,35705,1925,1478,447
G2405100160600,2014-2018,,,Maryland,24,Baltimore city,510,,,160600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1606, Baltimore city, Maryland",,,40038,1772,1120,652
G2405100160700,2014-2018,,,Maryland,24,Baltimore city,510,,,160700,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1607, Baltimore city, Maryland",,,36346,2339,1506,833
G2405100160801,2014-2018,,,Maryland,24,Baltimore city,510,,,160801,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1608.01, Baltimore city, Maryland",,,43211,1407,1187,220
G2405100160802,2014-2018,,,Maryland,24,Baltimore city,510,,,160802,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1608.02, Baltimore city, Maryland",,,43464,1282,1049,233
G2405100170100,2014-2018,,,Maryland,24,Baltimore city,510,,,170100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1701, Baltimore city, Maryland",,,30702,1032,926,106
G2405100170200,2014-2018,,,Maryland,24,Baltimore city,510,,,170200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1702, Baltimore city, Maryland",,,13643,1793,1345,448
G2405100170300,2014-2018,,,Maryland,24,Baltimore city,510,,,170300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1703, Baltimore city, Maryland",,,20880,1259,789,470
G2405100180100,2014-2018,,,Maryland,24,Baltimore city,510,,,180100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1801, Baltimore city, Maryland",,,14583,1053,951,102
G2405100180200,2014-2018,,,Maryland,24,Baltimore city,510,,,180200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1802, Baltimore city, Maryland",,,20938,593,365,228
G2405100180300,2014-2018,,,Maryland,24,Baltimore city,510,,,180300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1803, Baltimore city, Maryland",,,37273,1123,772,351
G2405100190100,2014-2018,,,Maryland,24,Baltimore city,510,,,190100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1901, Baltimore city, Maryland",,,21630,1259,808,451
G2405100190200,2014-2018,,,Maryland,24,Baltimore city,510,,,190200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1902, Baltimore city, Maryland",,,32500,1139,698,441
G2405100190300,2014-2018,,,Maryland,24,Baltimore city,510,,,190300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1903, Baltimore city, Maryland",,,23750,1393,818,575
G2405100200100,2014-2018,,,Maryland,24,Baltimore city,510,,,200100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2001, Baltimore city, Maryland",,,30875,951,604,347
G2405100200200,2014-2018,,,Maryland,24,Baltimore city,510,,,200200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2002, Baltimore city, Maryland",,,27923,1433,883,550
G2405100200300,2014-2018,,,Maryland,24,Baltimore city,510,,,200300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2003, Baltimore city, Maryland",,,23542,948,497,451
G2405100200400,2014-2018,,,Maryland,24,Baltimore city,510,,,200400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2004, Baltimore city, Maryland",,,30757,912,531,381
G2405100200500,2014-2018,,,Maryland,24,Baltimore city,510,,,200500,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2005, Baltimore city, Maryland",,,34236,1515,959,556
G2405100200600,2014-2018,,,Maryland,24,Baltimore city,510,,,200600,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2006, Baltimore city, Maryland",,,31991,1181,801,380
G2405100200701,2014-2018,,,Maryland,24,Baltimore city,510,,,200701,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2007.01, Baltimore city, Maryland",,,36164,2117,1808,309
G2405100200702,2014-2018,,,Maryland,24,Baltimore city,510,,,200702,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2007.02, Baltimore city, Maryland",,,42179,601,397,204
G2405100200800,2014-2018,,,Maryland,24,Baltimore city,510,,,200800,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2008, Baltimore city, Maryland",,,40789,1048,790,258
G2405100210100,2014-2018,,,Maryland,24,Baltimore city,510,,,210100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2101, Baltimore city, Maryland",,,63558,1170,967,203
G2405100210200,2014-2018,,,Maryland,24,Baltimore city,510,,,210200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2102, Baltimore city, Maryland",,,41037,1727,1336,391
G2405100220100,2014-2018,,,Maryland,24,Baltimore city,510,,,220100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2201, Baltimore city, Maryland",,,75652,2352,2264,88
G2405100230100,2014-2018,,,Maryland,24,Baltimore city,510,,,230100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2301, Baltimore city, Maryland",,,71287,909,801,108
G2405100230200,2014-2018,,,Maryland,24,Baltimore city,510,,,230200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2302, Baltimore city, Maryland",,,109286,1081,954,127
G2405100230300,2014-2018,,,Maryland,24,Baltimore city,510,,,230300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2303, Baltimore city, Maryland",,,106806,766,730,36
G2405100240100,2014-2018,,,Maryland,24,Baltimore city,510,,,240100,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2401, Baltimore city, Maryland",,,129508,1826,1613,213
G2405100240200,2014-2018,,,Maryland,24,Baltimore city,510,,,240200,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2402, Baltimore city, Maryland",,,136913,1584,1425,159
G2405100240300,2014-2018,,,Maryland,24,Baltimore city,510,,,240300,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2403, Baltimore city, Maryland",,,116406,1127,1037,90
G2405100240400,2014-2018,,,Maryland,24,Baltimore city,510,,,240400,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2404, Baltimore city, Maryland",,,103250,1293,1139,154
G2405100250101,2014-2018,,,Maryland,24,Baltimore city,510,,,250101,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2501.01, Baltimore city, Maryland",,,54092,1710,1613,97
