OBJECTID,TOD_ID,Station_Name,BG2010,Tract
904,16,WHITE FLINT,240317012183,24031701218
905,16,WHITE FLINT,240317012161,24031701216
906,16,WHITE FLINT,240317012163,24031701216
907,16,WHITE FLINT,240317012164,24031701216
908,16,WHITE FLINT,240317012012,24031701201
909,16,WHITE FLINT,240317012134,24031701213
910,16,WHITE FLINT,240317012162,24031701216
911,16,WHITE FLINT,240317012135,24031701213
912,16,WHITE FLINT,240317012011,24031701201
913,16,WHITE FLINT,240317012181,24031701218
914,16,WHITE FLINT,240317012182,24031701218
915,63,WOODBERRY,245101304001,24510130400
916,63,WOODBERRY,245101308033,24510130803
917,63,WOODBERRY,245101308041,24510130804
918,63,WOODBERRY,245101307004,24510130700
919,63,WOODBERRY,245101308042,24510130804
920,63,WOODBERRY,245101306004,24510130600
921,63,WOODBERRY,245101308031,24510130803
922,63,WOODBERRY,245101308061,24510130806
923,48,LONG BRANCH,240317017021,24031701702
924,47,MANCHESTER PLACE,240317017021,24031701702
928,51,RIGGS ROAD,240317017031,24031701703
929,148,TAKOMA LANGLEY TRANSIT CENTER,240317017031,24031701703
930,148,TAKOMA LANGLEY TRANSIT CENTER,240317017032,24031701703
931,51,RIGGS ROAD,240317017033,24031701703
932,148,TAKOMA LANGLEY TRANSIT CENTER,240317017033,24031701703
934,48,LONG BRANCH,240317019001,24031701900
935,47,MANCHESTER PLACE,240317019001,24031701900
936,49,PINEY BRANCH ROAD,240317019001,24031701900
937,48,LONG BRANCH,240317019002,24031701900
939,49,PINEY BRANCH ROAD,240317019002,24031701900
940,48,LONG BRANCH,240317019003,24031701900
942,148,TAKOMA LANGLEY TRANSIT CENTER,240317019003,24031701900
943,49,PINEY BRANCH ROAD,240317020001,24031702000
945,48,LONG BRANCH,240317020002,24031702000
946,49,PINEY BRANCH ROAD,240317020002,24031702000
947,148,TAKOMA LANGLEY TRANSIT CENTER,240317020002,24031702000
948,48,LONG BRANCH,240317020003,24031702000
949,49,PINEY BRANCH ROAD,240317020003,24031702000
950,148,TAKOMA LANGLEY TRANSIT CENTER,240317020003,24031702000
951,49,PINEY BRANCH ROAD,240317021011,24031702101
952,48,LONG BRANCH,240317021012,24031702101
953,49,PINEY BRANCH ROAD,240317021012,24031702101
955,48,LONG BRANCH,240317021014,24031702101
956,49,PINEY BRANCH ROAD,240317021014,24031702101
957,48,LONG BRANCH,240317022001,24031702200
958,47,MANCHESTER PLACE,240317022001,24031702200
959,49,PINEY BRANCH ROAD,240317022001,24031702200
960,48,LONG BRANCH,240317022004,24031702200
961,47,MANCHESTER PLACE,240317022004,24031702200
962,46,DALE DRIVE,240317023011,24031702301
963,48,LONG BRANCH,240317023011,24031702301
964,47,MANCHESTER PLACE,240317023011,24031702301
966,48,LONG BRANCH,240317023012,24031702301
967,47,MANCHESTER PLACE,240317023012,24031702301
968,49,PINEY BRANCH ROAD,240317023012,24031702301
969,46,DALE DRIVE,240317023021,24031702302
970,48,LONG BRANCH,240317023021,24031702302
971,47,MANCHESTER PLACE,240317023021,24031702302
972,46,DALE DRIVE,240317023023,24031702302
974,47,MANCHESTER PLACE,240317023023,24031702302
975,46,DALE DRIVE,240317024011,24031702401
976,48,LONG BRANCH,240317024011,24031702401
977,47,MANCHESTER PLACE,240317024011,24031702401
978,45,SILVER SPRING LIBRARY,240317024011,24031702401
979,48,LONG BRANCH,240317024012,24031702401
980,47,MANCHESTER PLACE,240317024012,24031702401
982,46,DALE DRIVE,240317024021,24031702402
984,47,MANCHESTER PLACE,240317024021,24031702402
985,45,SILVER SPRING LIBRARY,240317024021,24031702402
986,46,DALE DRIVE,240317024022,24031702402
987,147,SILVER SPRING TRANSIT CENTER,240317024022,24031702402
988,45,SILVER SPRING LIBRARY,240317024022,24031702402
989,46,DALE DRIVE,240317024023,24031702402
991,147,SILVER SPRING TRANSIT CENTER,240317024023,24031702402
992,45,SILVER SPRING LIBRARY,240317024023,24031702402
993,46,DALE DRIVE,240317025001,24031702500
994,147,SILVER SPRING TRANSIT CENTER,240317025001,24031702500
995,45,SILVER SPRING LIBRARY,240317025001,24031702500
996,43,WOODSIDE 16TH STREET,240317025001,24031702500
997,147,SILVER SPRING TRANSIT CENTER,240317025002,24031702500
998,45,SILVER SPRING LIBRARY,240317025002,24031702500
999,43,WOODSIDE 16TH STREET,240317025002,24031702500
1000,147,SILVER SPRING TRANSIT CENTER,240317025003,24031702500
1001,45,SILVER SPRING LIBRARY,240317025003,24031702500
1002,43,WOODSIDE 16TH STREET,240317025003,24031702500
1003,147,SILVER SPRING TRANSIT CENTER,240317025004,24031702500
1004,45,SILVER SPRING LIBRARY,240317025004,24031702500
1005,43,WOODSIDE 16TH STREET,240317025004,24031702500
1006,147,SILVER SPRING TRANSIT CENTER,240317026011,24031702601
1007,45,SILVER SPRING LIBRARY,240317026011,24031702601
1008,43,WOODSIDE 16TH STREET,240317026011,24031702601
1009,147,SILVER SPRING TRANSIT CENTER,240317026012,24031702601
1010,45,SILVER SPRING LIBRARY,240317026012,24031702601
1011,43,WOODSIDE 16TH STREET,240317026012,24031702601
1012,147,SILVER SPRING TRANSIT CENTER,240317026013,24031702601
1013,45,SILVER SPRING LIBRARY,240317026013,24031702601
1014,147,SILVER SPRING TRANSIT CENTER,240317026014,24031702601
