,jurscode,acctid,digxcord,digycord,ooi,resityp,desclu,acres,pflw,sqftstrc,strugrad,desccnst,descstyl,descbldg,lastassd,convey1,tradate,salepric,taxbase,geometry,fips,ct,bg,age,station_name,line,mta_metro,light_rail,marc_penn,marc_camden,x,y,dist_stat,lndist_stat,halfmi_dummy,qmi_dummy,road_name,dist_exit,prsqf,mhinc,occrate
6,ANNE,020538590046601,432719.2,173057.6,H,SF,Residential,0.165,0,1364,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,293000,234800.0,POINT (432719.200000003 173057.6000000015),003,750202,1,31.0,BALTIMORE HIGHLANDS,Light Rail,0,1,0,0,431691.342,174170.24,1514.7474501601848,7.323004004483319,0,0,HARBOR TUNNEL THRUWAY,553.0597656869545,214.80938416422288,77786.0,0.9270186335403726
114,ANNE,020515416632000,431001.9,168327.2,H,SF,Residential,0.215,0,1536,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,252000,256000.0,POINT (431001.8999999985 168327.1999999993),003,750801,4,59.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,150.44954520097227,5.0136277801467415,0,1,BALTO ANNAPOLIS BLVD,804.9914728051169,164.0625,90705.0,0.9809921186833566
115,ANNE,020515415207570,430952.3,168332.1,H,SF,Residential,0.172,0,1608,3.0,CNST Stucco,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2016,250000,255300.0,POINT (430952.299999997 168332.1000000015),003,750801,4,65.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,181.5718748904282,5.201651580221598,0,1,BALTO ANNAPOLIS BLVD,836.842127615159,155.4726368159204,90705.0,0.9809921186833566
116,ANNE,020515416094400,430901.4,168278.7,H,SF,Residential,0.172,0,1452,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,300000,250900.0,POINT (430901.3999999985 168278.6999999993),003,750801,4,78.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,254.94165676003482,5.541034721960924,0,1,BALTO ANNAPOLIS BLVD,825.9854694349141,206.61157024793388,90705.0,0.9809921186833566
117,ANNE,020532603785605,432475.9,166046.3,H,SF,Residential,0.21,0,2090,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,409900,316600.0,POINT (432475.8999999985 166046.3000000007),003,750900,2,27.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1369.4451552378516,7.222160940612319,0,0,DONALDSON AVE,1515.6756471172273,196.1244019138756,56063.0,1.0
118,ANNE,020532690040655,432161.8,166261.3,H,SF,Residential,0.172,0,1525,3.0,CNST Stucco,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2014,225000,235100.0,POINT (432161.799999997 166261.3000000007),003,750900,2,64.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1024.5724766576104,6.9320307086200055,0,0,NO NAME,1238.9822407823292,147.54098360655738,56063.0,1.0
119,ANNE,020532606115000,432078.8,166297.9,H,SF,Residential,0.164,0,1200,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,170000,214700.0,POINT (432078.799999997 166297.8999999985),003,750900,2,65.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,956.6580141559442,6.863445975608361,0,0,NO NAME,1150.637181403284,141.66666666666666,56063.0,1.0
120,ANNE,020532613519600,431970.7,166306.0,H,SF,Residential,0.172,0,1395,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,265000,227400.0,POINT (431970.700000003 166306),003,750900,2,69.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,912.2237359277382,6.8158852844693705,0,0,NO NAME,1042.8661251189212,189.9641577060932,56063.0,1.0
121,ANNE,020532616809300,431941.8,166461.2,H,SF,Residential,0.172,0,1174,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,275000,223000.0,POINT (431941.799999997 166461.1999999993),003,750900,3,64.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,755.5061824419764,6.6273879649248135,1,0,NO NAME,996.3374823226746,234.2419080068143,56063.0,1.0
122,ANNE,020532610910200,431889.0,166558.6,H,SF,Residential,0.303,0,1317,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,257500,212300.0,POINT (431889 166558.6000000015),003,750900,3,78.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,646.8063943302747,6.472047013755313,1,0,NO NAME,944.4796414366657,195.5201214882308,56063.0,1.0
123,ANNE,020592513953800,431817.2,166609.7,H,SF,Residential,0.147,0,1296,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,229000,231300.0,POINT (431817.200000003 166609.6999999993),003,750900,3,64.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,580.0741234789621,6.363155894476514,1,0,NO NAME,877.6659379609105,176.69753086419752,56063.0,1.0
124,ANNE,020592508988000,431800.4,166617.3,H,SF,Residential,0.147,0,1243,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,260000,223200.0,POINT (431800.3999999985 166617.3000000007),003,750900,3,65.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,569.6029705042444,6.344939575154822,1,0,NO NAME,861.9879655822132,209.1713596138375,56063.0,1.0
125,ANNE,020592516891000,431782.0,166577.1,H,SF,Residential,0.147,0,1200,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,260000,199200.0,POINT (431782 166577.1000000015),003,750900,3,65.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,606.7205591098606,6.408068321154825,1,0,NO NAME,839.1731677077273,216.66666666666666,56063.0,1.0
126,ANNE,020592512009808,431783.7,166624.9,H,SF,Residential,0.147,0,1200,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2015,230000,211700.0,POINT (431783.700000003 166624.8999999985),003,750900,3,62.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,559.5574629745262,6.327146226632919,1,0,NO NAME,846.5202205415411,191.66666666666666,56063.0,1.0
127,ANNE,020592510893400,431767.5,166632.7,H,SF,Residential,0.142,0,1576,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2016,350000,277800.0,POINT (431767.5 166632.6999999993),003,750900,3,63.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,549.7973668263511,6.309549786389649,1,0,NO NAME,831.6949904772689,222.08121827411168,56063.0,1.0
128,ANNE,020532114835600,430853.3,169265.9,N,SF,Residential,0.155,0,884,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2018,100000,200400.0,POINT (430853.299999997 169265.8999999985),003,750801,3,60.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,853.1866379812354,6.748978325411779,0,0,NO NAME,1634.110860014017,113.12217194570135,90705.0,0.9809921186833566
129,ANNE,020532110544100,430650.3,169261.7,H,SF,Residential,0.155,0,952,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2017,300000,201100.0,POINT (430650.299999997 169261.6999999993),003,750801,3,61.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,927.1127894232509,6.8320752296027285,0,0,BALTO ANNAPOLIS BLVD,1715.3031224723075,315.12605042016804,90705.0,0.9809921186833566
130,ANNE,020532104349560,430635.3,169261.6,H,SF,Residential,0.155,0,1204,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2015,212850,245100.0,POINT (430635.299999997 169261.6000000015),003,750801,3,56.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,934.2789121327165,6.839775014777534,0,0,BALTO ANNAPOLIS BLVD,1718.1833406703777,176.78571428571428,90705.0,0.9809921186833566
147,ANNE,020500002036910,429892.3,170211.8,H,SF,Residential,1.56,0,2136,3.0,CNST Brick,STRY 1 Story No Basement,DWEL Standard Unit,2017.0,1,2014,334000,319700.0,POINT (429892.299999997 170211.8000000007),003,750400,2,45.0,LINTHICUM,Light Rail,0,1,0,0,429770.0327,170523.205,334.54800354073814,5.81278037761496,0,1,AVIATION BLVD,1260.5785705669682,156.36704119850188,99398.0,0.9596385542168676
373,ANNE,020504710488800,433237.3,173861.8,H,SF,Residential,0.143,0,2096,3.0,CNST Siding,STRY 3 Story With Basement,DWEL Standard Unit,2017.0,1,2017,270000,281500.0,POINT (433237.299999997 173861.8000000007),003,750102,1,13.0,BALTIMORE HIGHLANDS,Light Rail,0,1,0,0,431691.342,174170.24,1576.4267732293522,7.362916028955713,0,0,HARBOR TUNNEL THRUWAY,626.0602500618634,128.81679389312978,62829.0,0.9486373165618448
386,ANNE,020532116359000,430707.3,169149.5,H,SF,Residential,0.372,0,1303,3.0,CNST Frame,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,324900,246800.0,POINT (430707.299999997 169149.5),003,750801,3,71.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,801.319761763701,6.686260070608586,1,0,BALTO ANNAPOLIS BLVD,1667.6725162709108,249.34765924788948,90705.0,0.9809921186833566
387,ANNE,020532100340800,430590.8,169214.0,H,SF,Residential,0.341,0,1541,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2016,237000,257100.0,POINT (430590.799999997 169214),003,750801,3,54.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,916.6786561787778,6.820756981374729,0,0,BALTO ANNAPOLIS BLVD,1773.6984823914875,153.79623621025308,90705.0,0.9809921186833566
388,ANNE,020515409610000,431070.1,168158.6,H,SF,Residential,0.172,0,858,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2015,239900,228700.0,POINT (431070.1000000015 168158.6000000015),003,750801,4,69.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,289.33350129184987,5.667580006493857,0,1,BALTO ANNAPOLIS BLVD,627.1945242620095,279.6037296037296,90705.0,0.9809921186833566
389,ANNE,020515490210394,430907.7,168174.0,H,SF,Residential,0.172,0,2035,4.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2015,325850,371200.0,POINT (430907.700000003 168174),003,750801,4,10.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,329.90044263326723,5.798790919953149,0,1,BALTO ANNAPOLIS BLVD,744.8847768187824,160.1228501228501,90705.0,0.9809921186833566
390,ANNE,020515410676400,430823.8,168240.2,N,SF,Residential,0.172,0,1092,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2016,251900,222100.0,POINT (430823.799999997 168240.1999999993),003,750801,4,61.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,339.3762083774319,5.827109251278346,0,1,BALTO ANNAPOLIS BLVD,851.168513399921,230.67765567765568,90705.0,0.9809921186833566
391,ANNE,020515407298200,430788.5,168188.8,N,SF,Residential,0.198,0,1092,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,255000,213300.0,POINT (430788.5 168188.8000000007),003,750801,4,66.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,399.1527367441506,5.989344142498593,0,1,BALTO ANNAPOLIS BLVD,843.2096818057553,233.5164835164835,90705.0,0.9809921186833566
392,ANNE,020532613916000,432431.9,165930.1,H,SF,Residential,0.172,0,884,3.0,CNST Stone,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2015,221800,207300.0,POINT (432431.8999999985 165930.1000000015),003,750900,2,95.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1444.4238915091785,7.275465830051037,0,0,DONALDSON AVE,1398.6001200091312,250.9049773755656,56063.0,1.0
393,ANNE,020532606960300,432549.1,165949.9,N,SF,Residential,0.275,0,1890,3.0,CNST Brick,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,3,2018,300000,332600.0,POINT (432549.1000000015 165949.8999999985),003,750900,2,72.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1490.332664774742,7.306754638969086,0,0,DONALDSON AVE,1492.5183263378733,158.73015873015873,56063.0,1.0
394,ANNE,020532605711302,432128.2,166066.3,N,SF,Residential,0.115,0,1962,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,257000,217600.0,POINT (432128.200000003 166066.3000000007),003,750900,2,97.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1190.0570591569328,7.081756533827437,0,0,NO NAME,1259.4084503925553,130.9887869520897,56063.0,1.0
395,ANNE,020532600025200,431986.7,166202.4,H,SF,Residential,0.248,0,1527,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,385000,208600.0,POINT (431986.700000003 166202.3999999985),003,750900,2,91.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1016.1218122218256,6.923748514870845,0,0,NO NAME,1082.4910550801005,252.128356254093,56063.0,1.0
396,ANNE,020532609272300,431966.0,166136.0,H,SF,Residential,0.224,0,1056,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2016,215000,219100.0,POINT (431966 166136),003,750900,2,77.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1074.913857771117,6.979995805045061,0,0,NO NAME,1083.158133700753,203.59848484848484,56063.0,1.0
397,ANNE,020532609769200,431914.4,166185.1,H,SF,Residential,0.206,0,1896,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,335000,257900.0,POINT (431914.3999999985 166185.1000000015),003,750900,2,77.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1015.5237566717977,6.923159774810611,0,0,NO NAME,1018.432776470603,176.68776371308016,56063.0,1.0
398,ANNE,020533307383600,431734.2,166414.1,H,SF,Residential,0.306,0,1911,3.0,CNST Stone,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2016,300000,299100.0,POINT (431734.200000003 166414.1000000015),003,750900,3,66.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,765.4947877067883,6.640522406069708,1,0,NO NAME,792.7339975214404,156.98587127158555,56063.0,1.0
399,ANNE,020533315712200,431667.6,166427.4,N,SF,Residential,0.512,0,2633,3.0,CNST Brick,STRY 1 Story No Basement,DWEL Standard Unit,2017.0,1,2017,355000,394800.0,POINT (431667.6000000015 166427.3999999985),003,750900,3,62.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,752.6882967008966,6.623651193495132,1,0,NO NAME,725.0998944405081,134.82719331560958,56063.0,1.0
400,ANNE,020533311224000,431647.1,166389.8,H,SF,Residential,0.212,0,1640,3.0,CNST Brick,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2017,275000,276200.0,POINT (431647.1000000015 166389.8000000007),003,750900,3,56.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,791.5114944629793,6.673944401594619,1,0,NO NAME,709.6331696050732,167.6829268292683,56063.0,1.0
401,ANNE,020533315325600,431686.9,166341.7,N,SF,Residential,0.268,0,1896,3.0,CNST Brick,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2018,250000,285300.0,POINT (431686.8999999985 166341.6999999993),003,750900,3,63.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,837.6153233374371,6.730558953726902,0,0,NO NAME,757.6149061415999,131.85654008438817,56063.0,1.0
402,ANNE,020533310234200,431642.7,166370.3,H,SF,Residential,0.178,0,1868,4.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,398000,389400.0,POINT (431642.700000003 166370.3000000007),003,750900,3,0.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,811.2915255608102,6.698627453840253,0,0,NO NAME,708.6298496145821,213.06209850107066,56063.0,1.0
403,ANNE,020533310234100,431608.4,166372.7,H,SF,Residential,0.274,0,2856,3.0,CNST Block,STRY 2 Story No Basement,DWEL Split Level,2017.0,1,2017,374900,307600.0,POINT (431608.3999999985 166372.6999999993),003,750900,3,64.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,812.3189523148305,6.699893061453855,0,0,NO NAME,674.4885455965997,131.26750700280112,56063.0,1.0
404,ANNE,020533313742700,431553.7,166367.6,H,SF,Residential,0.184,0,2460,3.0,CNST Brick,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2015,346490,393000.0,POINT (431553.700000003 166367.6000000015),003,750900,3,55.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,825.726206623624,6.71626324959433,0,0,NO NAME,621.9535142381682,140.84959349593495,56063.0,1.0
405,ANNE,020533310162900,431548.8,166384.4,H,SF,Residential,0.357,0,1300,3.0,CNST Stone,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2018,389000,310800.0,POINT (431548.799999997 166384.3999999985),003,750900,3,63.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,810.1606028138343,6.697232503091387,0,0,NO NAME,613.7511498720072,299.2307692307692,56063.0,1.0
406,ANNE,020533307530608,431538.9,166418.4,H,SF,Residential,0.345,0,2041,3.0,CNST Frame,STRY 1 Story No Basement,DWEL Standard Unit,2017.0,1,2018,310000,302000.0,POINT (431538.8999999985 166418.3999999985),003,750900,3,63.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,778.9065054492314,6.657891019989152,1,0,NO NAME,598.3908706882156,151.88633023027927,56063.0,1.0
444,ANNE,020504709921800,433102.9,173717.3,H,SF,Residential,0.215,0,1333,3.0,CNST Block,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,199000,199500.0,POINT (433102.8999999985 173717.3000000007),003,750102,1,84.0,BALTIMORE HIGHLANDS,Light Rail,0,1,0,0,431691.342,174170.24,1482.4475137282593,7.301449726351899,0,0,HARBOR TUNNEL THRUWAY,483.95746662049146,149.2873218304576,62829.0,0.9486373165618448
445,ANNE,020504715771000,433114.3,173773.0,H,SF,Residential,0.143,0,1248,3.0,CNST Shingle Asbestos,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2015,145000,174900.0,POINT (433114.299999997 173773),003,750102,1,82.0,BALTIMORE HIGHLANDS,Light Rail,0,1,0,0,431691.342,174170.24,1477.365590284104,7.2980157740992295,0,0,HARBOR TUNNEL THRUWAY,494.213192429095,116.18589743589743,62829.0,0.9486373165618448
446,ANNE,020504717468800,433053.5,173777.3,H,SF,Residential,0.215,0,2496,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2016,281000,308400.0,POINT (433053.5 173777.3000000007),003,750102,1,83.0,BALTIMORE HIGHLANDS,Light Rail,0,1,0,0,431691.342,174170.24,1417.7010476695698,7.2567918581157445,0,0,HARBOR TUNNEL THRUWAY,433.65883292798196,112.5801282051282,62829.0,0.9486373165618448
455,ANNE,020515414571200,431051.2,168114.5,H,SF,Residential,0.258,0,1664,3.0,CNST Siding,STRY 1 1/2 Story No Basement,DWEL Standard Unit,2017.0,1,2014,289000,285500.0,POINT (431051.200000003 168114.5),003,750801,4,67.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,335.1364584023646,5.814537787399777,0,1,BALTO ANNAPOLIS BLVD,603.8949360587865,173.6778846153846,90705.0,0.9809921186833566
456,ANNE,020515408714800,430967.9,168122.8,H,SF,Residential,0.172,0,1260,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2018,300000,202300.0,POINT (430967.8999999985 168122.8000000007),003,750801,4,88.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,347.48401259715234,5.850718657031827,0,1,BALTO ANNAPOLIS BLVD,666.1081253223122,238.0952380952381,90705.0,0.9809921186833566
457,ANNE,020515413407800,430827.7,168136.1,H,SF,Residential,0.172,0,1092,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,255000,215800.0,POINT (430827.700000003 168136.1000000015),003,750801,4,67.0,FERNDALE,Light Rail,0,1,0,0,431092.8628,168447.0367,408.6476990125141,6.012853413241562,1,0,BALTO ANNAPOLIS BLVD,779.5355537557116,233.5164835164835,90705.0,0.9809921186833566
458,ANNE,020532618129000,432297.2,165855.4,N,SF,Residential,0.172,0,1254,3.0,CNST Siding,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2018,131250,216500.0,POINT (432297.200000003 165855.3999999985),003,750900,2,89.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1449.5609532806359,7.279015998723277,0,0,DONALDSON AVE,1254.8116294681752,104.66507177033493,56063.0,1.0
459,ANNE,020532608070950,432352.9,165907.2,H,SF,Residential,0.172,0,1273,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,240000,203200.0,POINT (432352.8999999985 165907.1999999993),003,750900,2,78.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1426.7783523688497,7.2631742812143605,0,0,DONALDSON AVE,1330.1199707464066,188.5310290652003,56063.0,1.0
460,ANNE,020532600443800,432394.8,165812.4,H,SF,Residential,0.344,0,1944,3.0,CNST Frame,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,220000,260200.0,POINT (432394.799999997 165812.3999999985),003,750900,2,67.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1530.2836602239379,7.333208396041416,0,0,DONALDSON AVE,1286.5064738064332,113.16872427983539,56063.0,1.0
461,ANNE,020532616934400,432507.7,165839.2,H,SF,Residential,0.172,0,2360,3.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,350000,306700.0,POINT (432507.700000003 165839.1999999993),003,750900,2,68.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1561.2253716344671,7.353226286541604,0,0,DONALDSON AVE,1384.9586003242684,148.3050847457627,56063.0,1.0
464,ANNE,020532608633555,432003.8,166063.5,H,SF,Residential,0.172,0,1080,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2017,199000,186800.0,POINT (432003.799999997 166063.5),003,750900,2,79.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1154.5563920253587,7.0514714730112305,0,0,NO NAME,1144.5362007117228,184.25925925925927,56063.0,1.0
465,ANNE,020532616497580,431974.9,166000.1,H,SF,Residential,0.172,0,1014,3.0,CNST Siding,STRY 1 1/2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,280000,191000.0,POINT (431974.8999999985 166000.1000000015),003,750900,2,92.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1209.1818377581067,7.097699242744624,0,0,NO NAME,1144.199847145356,276.13412228796847,56063.0,1.0
466,ANNE,020532602397700,431977.0,166075.0,H,SF,Residential,0.148,0,2288,4.0,CNST Siding,STRY 2 Story With Basement,DWEL Standard Unit,2017.0,1,2018,414000,377300.0,POINT (431977 166075),003,750900,2,78.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1136.7719235749912,7.035947878707832,0,0,NO NAME,1115.3755359512284,180.94405594405595,56063.0,1.0
467,ANNE,020532601308675,431905.5,166030.3,H,SF,Residential,0.172,0,1056,3.0,CNST Shingle Asbestos,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2015,215000,221300.0,POINT (431905.5 166030.3000000007),003,750900,2,89.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1165.9188915557854,7.0612648032180285,0,0,NO NAME,1068.5881332989354,203.59848484848484,56063.0,1.0
468,ANNE,020532601093400,431891.6,166112.6,H,SF,Residential,0.172,0,1242,3.0,CNST Siding,STRY 1 1/2 Story No Basement,DWEL Standard Unit,2017.0,1,2016,207000,221700.0,POINT (431891.6000000015 166112.6000000015),003,750900,2,63.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1082.4541665242718,6.986986118586983,0,0,NO NAME,1022.0907909203063,166.66666666666666,56063.0,1.0
469,ANNE,020532616089150,431748.6,166099.4,H,SF,Residential,0.138,0,1192,3.0,CNST Siding,STRY 1 1/2 Story No Basement,DWEL Standard Unit,2017.0,1,2018,265000,201500.0,POINT (431748.6000000015 166099.3999999985),003,750900,3,76.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1080.5142781063657,6.985192390210734,0,0,NO NAME,897.3218108152572,222.31543624161074,56063.0,1.0
470,ANNE,020532690213877,431799.8,166146.8,H,SF,Residential,0.193,0,1668,3.0,CNST Siding,STRY 2 Story No Basement,DWEL Standard Unit,2017.0,1,2016,259900,269200.0,POINT (431799.799999997 166146.8000000007),003,750900,3,13.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1036.5079249220835,6.943612577695214,0,0,NO NAME,924.1875433125167,155.81534772182255,56063.0,1.0
471,ANNE,020532610785008,431718.2,166112.9,H,SF,Residential,0.138,0,1120,3.0,CNST Shingle Asbestos,STRY 1 1/2 Story No Basement,DWEL Standard Unit,2017.0,1,2015,155000,188000.0,POINT (431718.200000003 166112.8999999985),003,750900,3,62.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1066.2544773981601,6.97190729799816,0,0,NO NAME,864.0961880570414,138.39285714285714,56063.0,1.0
472,ANNE,020532607816210,431708.4,166117.1,H,SF,Residential,0.138,0,1008,2.0,CNST Shingle Asbestos,STRY 1 1/2 Story No Basement,DWEL Standard Unit,2017.0,1,2016,145000,169600.0,POINT (431708.3999999985 166117.1000000015),003,750900,3,70.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1061.9908313941341,6.96790056842576,0,0,NO NAME,853.4542991217996,143.84920634920636,56063.0,1.0
473,ANNE,020532615864025,431669.8,166149.1,H,SF,Residential,0.172,0,1045,3.0,CNST Brick,STRY 1 Story With Basement,DWEL Standard Unit,2017.0,1,2018,245000,237400.0,POINT (431669.799999997 166149.1000000015),003,750900,3,54.0,CROMWELL-GLEN BURNIE,Light Rail,0,1,0,0,431706.3746,167179.0889,1030.6380720143818,6.937933376813179,0,0,NO NAME,804.6606690384114,234.44976076555025,56063.0,1.0
